clip,predicted_glosses,predicted_with_confidence,ground_truth
video_75_169,YES IDEA FUNNY LOOK WHAT GREAT PT_DEM3 RIGHT PT_PRO3 KNOW NS_POSSUM BEAUTIFUL DO PT_PRO2 PT_PRO1 NS_SALLY WHO LOVELY CAN,YES(0.83) IDEA(0.74) FUNNY(0.68) LOOK(0.68) WHAT(0.64) GREAT(0.62) PT_DEM3(0.59) RIGHT(0.58) PT_PRO3(0.56) KNOW(0.51) NS_POSSUM(0.51) BEAUTIFUL(0.49) DO(0.47) PT_PRO2(0.45) PT_PRO1(0.42) NS_SALLY(0.39) WHO(0.38) LOVELY(0.38) CAN(0.35),BUT NEED PT_PRO1PL THING
video_75_184,NS_SALLY MAKE PT_PRO1 LOVE PT_POSS2 PT_POSS1 FRIEND HOW PT_PRO2 PT_DEM3 LIKE CAN WHAT HAVE MEAN NEED BUT KNOW GO THING,NS_SALLY(0.92) MAKE(0.80) PT_PRO1(0.71) LOVE(0.67) PT_POSS2(0.59) PT_POSS1(0.58) FRIEND(0.57) HOW(0.57) PT_PRO2(0.57) PT_DEM3(0.51) LIKE(0.47) CAN(0.46) WHAT(0.45) HAVE(0.44) MEAN(0.43) NEED(0.42) BUT(0.39) KNOW(0.38) GO(0.35) THING(0.35),EXCITED NS_SALLY PT_DEM3 PT_PRO1 SO WHAT
video_75_191,YES WHAT NS_POSSUM GOOD RIGHT NO PT_PRO1 PT_DEM3 THAT PT_PRO2 GREAT VERY PT_POSS1 KNOW TRUE LIKE REALLY,YES(0.68) WHAT(0.62) NS_POSSUM(0.60) GOOD(0.58) RIGHT(0.58) NO(0.56) PT_PRO1(0.55) PT_DEM3(0.51) THAT(0.50) PT_PRO2(0.47) GREAT(0.46) VERY(0.41) PT_POSS1(0.41) KNOW(0.39) TRUE(0.38) LIKE(0.37) REALLY(0.36),EXCITED PT_PRO1 SO
video_75_200,GREAT PT_PRO1PL GO LOOK YES OKAY THANK-YOU COME PT_DEM3 HERE READY NS_POSSUM PT_PRO2,GREAT(0.74) PT_PRO1PL(0.64) GO(0.58) LOOK(0.54) YES(0.50) OKAY(0.49) THANK-YOU(0.45) COME(0.43) PT_DEM3(0.42) HERE(0.41) READY(0.41) NS_POSSUM(0.39) PT_PRO2(0.36),SIT
video_75_202,GREAT GO NS_POSSUM YES LOOK GOOD PT_PRO1PL RIGHT READY COME PT_DEM3 WAIT NS_SKIP PT_PRO2 NO COME-IN OK OKAY,GREAT(0.74) GO(0.60) NS_POSSUM(0.60) YES(0.59) LOOK(0.59) GOOD(0.53) PT_PRO1PL(0.49) RIGHT(0.48) READY(0.48) COME(0.46) PT_DEM3(0.45) WAIT(0.43) NS_SKIP(0.41) PT_PRO2(0.37) NO(0.37) COME-IN(0.37) OK(0.36) OKAY(0.35),SIT YES
video_75_207,NS_POSSUM GREAT YES WHAT PT_DEM3 PT_PRO2 NO PT_PRO1 RIGHT,NS_POSSUM(0.84) GREAT(0.76) YES(0.69) WHAT(0.59) PT_DEM3(0.57) PT_PRO2(0.56) NO(0.49) PT_PRO1(0.45) RIGHT(0.37),NS_POSSUM WHERE
video_75_211,TREE PT_LOC HERE LOOK GO BIG PT_POSS1 PT_PRO1 NS_POSSUM CAN NS_SALLY NOW PT_PRO2 HAVE PT_PRO3 PT_DEM3 SEE CLIMB PT_PRO1PL PT_POSS2 NOT SUN KNOW ALL BUT STRONG GET,TREE(0.84) PT_LOC(0.73) HERE(0.67) LOOK(0.66) GO(0.66) BIG(0.66) PT_POSS1(0.65) PT_PRO1(0.61) NS_POSSUM(0.59) CAN(0.58) NS_SALLY(0.57) NOW(0.56) PT_PRO2(0.56) HAVE(0.53) PT_PRO3(0.49) PT_DEM3(0.46) SEE(0.46) CLIMB(0.45) PT_PRO1PL(0.45) PT_POSS2(0.44) NOT(0.43) SUN(0.42) KNOW(0.40) ALL(0.40) BUT(0.37) STRONG(0.36) GET(0.35),HERE NS_POSSUM PT_LOC
video_75_235,WATCH GREAT WHAT NEXT YES GOOD FINISH PT_DEM3 OKAY PT_PRO1PL RIGHT NO,WATCH(0.70) GREAT(0.66) WHAT(0.57) NEXT(0.53) YES(0.53) GOOD(0.52) FINISH(0.51) PT_DEM3(0.48) OKAY(0.40) PT_PRO1PL(0.39) RIGHT(0.38) NO(0.36),HERE NS_POSSUM PT_DEM3
video_76_13,REMEMBER THINK EVERYONE HELLO PT_PRO1 TALL KNOW VERY NS_POSSUM PT_PRO3 SOCCER LOOK FUN PT_DEM3 NS_SALLY YES WHAT BUT HAVE FUNNY PT_PRO2 IDEA SCHOOL BECOME NICE GOOD RIGHT CAN-NOT GREAT,REMEMBER(0.79) THINK(0.78) EVERYONE(0.71) HELLO(0.68) PT_PRO1(0.66) TALL(0.65) KNOW(0.62) VERY(0.62) NS_POSSUM(0.61) PT_PRO3(0.61) SOCCER(0.60) LOOK(0.59) FUN(0.58) PT_DEM3(0.56) NS_SALLY(0.55) YES(0.54) WHAT(0.53) BUT(0.52) HAVE(0.48) FUNNY(0.46) PT_PRO2(0.45) IDEA(0.45) SCHOOL(0.44) BECOME(0.44) NICE(0.41) GOOD(0.41) RIGHT(0.39) CAN-NOT(0.38) GREAT(0.37),BEAUTIFUL DAY EVERYONE HELLO
video_76_25,YES NS_POSSUM GREAT LOOK FUNNY PT_DEM3 RIGHT PT_PRO2 NO NOT WHAT LOVELY DO GOOD HAVE SEE CAN IDEA PT_PRO1PL KNOW PT_PRO1 WHERE,YES(0.80) NS_POSSUM(0.70) GREAT(0.70) LOOK(0.69) FUNNY(0.68) PT_DEM3(0.66) RIGHT(0.64) PT_PRO2(0.62) NO(0.55) NOT(0.54) WHAT(0.53) LOVELY(0.50) DO(0.49) GOOD(0.49) HAVE(0.46) SEE(0.39) CAN(0.38) IDEA(0.37) PT_PRO1PL(0.36) KNOW(0.36) PT_PRO1(0.35) WHERE(0.35),YES
video_76_72,GO PT_PRO1 KNOW NS_SALLY PT_POSS1 HAVE WANT PT_PRO3 NS_POSSUM CAN PT_PRO2 VERY PT_POSS2 THINK NOT BUT YES DO NO PT_PRO1PL PT_DEM3 PLAY GARDEN NS_SKIP WILL GET COME THING WHY LIKE LOOK INSIDE NOW NEED WHAT MAKE,GO(0.79) PT_PRO1(0.78) KNOW(0.68) NS_SALLY(0.66) PT_POSS1(0.65) HAVE(0.64) WANT(0.64) PT_PRO3(0.62) NS_POSSUM(0.57) CAN(0.56) PT_PRO2(0.54) VERY(0.52) PT_POSS2(0.51) THINK(0.50) NOT(0.50) BUT(0.49) YES(0.48) DO(0.45) NO(0.44) PT_PRO1PL(0.44) PT_DEM3(0.43) PLAY(0.42) GARDEN(0.41) NS_SKIP(0.41) WILL(0.41) GET(0.41) COME(0.41) THING(0.40) WHY(0.40) LIKE(0.39) LOOK(0.38) INSIDE(0.38) NOW(0.38) NEED(0.37) WHAT(0.37) MAKE(0.36),HOW WORK
video_76_91,NS_SALLY PT_PRO1 WHAT NO PT_PRO2 NS_POSSUM NOT PT_POSS1 HAVE MAKE YES PT_DEM3 VERY BUT GOOD CAN KNOW SURPRISE LIKE GREAT WHERE PT_POSS2 GO PLAY WANT WHY,NS_SALLY(0.72) PT_PRO1(0.66) WHAT(0.59) NO(0.54) PT_PRO2(0.52) NS_POSSUM(0.51) NOT(0.51) PT_POSS1(0.51) HAVE(0.51) MAKE(0.51) YES(0.50) PT_DEM3(0.50) VERY(0.49) BUT(0.48) GOOD(0.46) CAN(0.45) KNOW(0.44) SURPRISE(0.44) LIKE(0.43) GREAT(0.40) WHERE(0.40) PT_POSS2(0.40) GO(0.39) PLAY(0.37) WANT(0.37) WHY(0.36),CAN EXCITED PT_PRO1 PT_PRO2 SEE VERY
video_76_110,NOW PT_PRO1 PT_PRO2 SEE PT_PRO3 PT_POSS1 PT_PRO1PL GO GET WILL CAN KNOW HAVE FINISH VERY PT_DEM3 YES NEED NS_POSSUM,NOW(0.57) PT_PRO1(0.57) PT_PRO2(0.56) SEE(0.56) PT_PRO3(0.56) PT_POSS1(0.55) PT_PRO1PL(0.54) GO(0.53) GET(0.51) WILL(0.50) CAN(0.49) KNOW(0.45) HAVE(0.45) FINISH(0.44) VERY(0.42) PT_DEM3(0.40) YES(0.39) NEED(0.39) NS_POSSUM(0.39),NICE NS_SKIP PT_DEM3
video_76_142,THINK PT_PRO3 PT_PRO1 VERY HAVE NS_POSSUM PT_POSS1 PT_DEM3 PT_PRO2 KNOW BUT NOW GOOD PT_PRO1PL PT_POSS2 WANT CAN NOT WHAT PT_LOC LOOK GREAT YES REMEMBER NICE FINISH DO MANY,THINK(0.74) PT_PRO3(0.67) PT_PRO1(0.65) VERY(0.62) HAVE(0.60) NS_POSSUM(0.60) PT_POSS1(0.56) PT_DEM3(0.54) PT_PRO2(0.52) KNOW(0.52) BUT(0.51) NOW(0.51) GOOD(0.49) PT_PRO1PL(0.48) PT_POSS2(0.48) WANT(0.48) CAN(0.46) NOT(0.46) WHAT(0.46) PT_LOC(0.45) LOOK(0.44) GREAT(0.42) YES(0.41) REMEMBER(0.38) NICE(0.37) FINISH(0.37) DO(0.36) MANY(0.36),FUN GOOD HAVE LIKE LOOK PT_PRO2
video_76_147,NS_SALLY LOOK TWO PT_DEM3 PT_LOC WHAT FOOT NS_POSSUM PT_PRO2 GREAT HAVE ONE PT_PRO1 PT_POSS2 HERE PT_POSS1 GOOD SEE NOW THERE CAN GO YES PT_PRO3,NS_SALLY(0.79) LOOK(0.67) TWO(0.65) PT_DEM3(0.63) PT_LOC(0.61) WHAT(0.59) FOOT(0.56) NS_POSSUM(0.53) PT_PRO2(0.50) GREAT(0.50) HAVE(0.49) ONE(0.48) PT_PRO1(0.47) PT_POSS2(0.44) HERE(0.43) PT_POSS1(0.41) GOOD(0.39) SEE(0.39) NOW(0.38) THERE(0.38) CAN(0.38) GO(0.36) YES(0.36) PT_PRO3(0.35),PT_DEM3
video_76_154,LOOK GREAT NO NS_POSSUM KNOW PT_DEM3 GO HAVE YES NS_SALLY PT_PRO1 WHAT VERY GOOD PT_PRO1PL PT_POSS1 NS_SKIP PT_PRO2,LOOK(0.74) GREAT(0.65) NO(0.62) NS_POSSUM(0.58) KNOW(0.57) PT_DEM3(0.56) GO(0.53) HAVE(0.52) YES(0.51) NS_SALLY(0.51) PT_PRO1(0.49) WHAT(0.45) VERY(0.40) GOOD(0.39) PT_PRO1PL(0.38) PT_POSS1(0.36) NS_SKIP(0.35) PT_PRO2(0.35),FROM ONE PT_POSS1 THIS TREE
video_76_172,NS_SALLY LOOK NS_POSSUM KNOW YES PT_PRO1 PT_PRO2 PT_DEM3 WHAT CAN PT_PRO3 PT_POSS2 SEE HAVE THINK VERY RIGHT GO FOOT WANT ONE PT_POSS1 NO GREAT NOT GET WHY NS_SKIP DO BEAUTIFUL PT_LOC LIKE,NS_SALLY(0.76) LOOK(0.70) NS_POSSUM(0.68) KNOW(0.68) YES(0.65) PT_PRO1(0.65) PT_PRO2(0.62) PT_DEM3(0.60) WHAT(0.58) CAN(0.57) PT_PRO3(0.57) PT_POSS2(0.55) SEE(0.52) HAVE(0.50) THINK(0.50) VERY(0.48) RIGHT(0.48) GO(0.47) FOOT(0.46) WANT(0.46) ONE(0.45) PT_POSS1(0.45) NO(0.44) GREAT(0.41) NOT(0.40) GET(0.39) WHY(0.38) NS_SKIP(0.38) DO(0.37) BEAUTIFUL(0.37) PT_LOC(0.36) LIKE(0.35),DO PT_PRO1 THAT
video_76_175,NOW NEED PT_PRO1PL MAKE PT_POSS1 USE PT_PRO3 PT_POSS2 HAVE FINISH PT_PRO1 SMALL PT_DEM3 TOOL MANY THEN STORY HERE HOUSE CAN ALL PT_PRO2 PT_LOC GET GO PUSH BOX PUT NS_POSSUM WANT TREE LIKE VERY WOOD AND PLEASE BALL BIG,NOW(0.78) NEED(0.76) PT_PRO1PL(0.71) MAKE(0.68) PT_POSS1(0.65) USE(0.57) PT_PRO3(0.57) PT_POSS2(0.57) HAVE(0.56) FINISH(0.56) PT_PRO1(0.55) SMALL(0.53) PT_DEM3(0.51) TOOL(0.51) MANY(0.51) THEN(0.50) STORY(0.50) HERE(0.50) HOUSE(0.50) CAN(0.50) ALL(0.50) PT_PRO2(0.49) PT_LOC(0.49) GET(0.49) GO(0.47) PUSH(0.45) BOX(0.44) PUT(0.40) NS_POSSUM(0.39) WANT(0.39) TREE(0.37) LIKE(0.36) VERY(0.35) WOOD(0.35) AND(0.35) PLEASE(0.35) BALL(0.35) BIG(0.35),MANY PT_PRO1 THAT
video_76_179,TIME SEE FINISH PT_PRO2 NEXT PT_POSS1 NOW WELL,TIME(0.99) SEE(0.98) FINISH(0.93) PT_PRO2(0.89) NEXT(0.78) PT_POSS1(0.66) NOW(0.60) WELL(0.54),FINISH TIME
video_77_55,WATCH GREAT FINISH YES OKAY PT_PRO1PL YEAH THANK-YOU READY LOOK GO GOOD OK,WATCH(0.81) GREAT(0.74) FINISH(0.66) YES(0.65) OKAY(0.64) PT_PRO1PL(0.63) YEAH(0.54) THANK-YOU(0.53) READY(0.46) LOOK(0.46) GO(0.45) GOOD(0.38) OK(0.36),GOOD JOB NS_POSSUM
video_77_82,YES GREAT RIGHT LOOK WATCH OK PT_DEM3 OKAY WHAT PLEASE PT_PRO1PL PT_PRO2,YES(0.89) GREAT(0.82) RIGHT(0.68) LOOK(0.64) WATCH(0.60) OK(0.56) PT_DEM3(0.56) OKAY(0.54) WHAT(0.45) PLEASE(0.45) PT_PRO1PL(0.36) PT_PRO2(0.35),GREAT
video_77_92,GREAT YES RIGHT PT_DEM3 GOOD WHAT LOOK OKAY OK,GREAT(0.91) YES(0.85) RIGHT(0.72) PT_DEM3(0.68) GOOD(0.59) WHAT(0.50) LOOK(0.46) OKAY(0.45) OK(0.37),WAIT
video_77_117,KNOW WHAT YES PT_PRO1 PT_DEM3 GREAT HAVE IDEA GOOD NO RIGHT DO NS_POSSUM VERY LOOK PT_PRO3 WONDER NS_SALLY FEEL SEE PT_PRO2,KNOW(0.69) WHAT(0.63) YES(0.62) PT_PRO1(0.58) PT_DEM3(0.57) GREAT(0.57) HAVE(0.56) IDEA(0.56) GOOD(0.54) NO(0.52) RIGHT(0.52) DO(0.45) NS_POSSUM(0.44) VERY(0.43) LOOK(0.42) PT_PRO3(0.42) WONDER(0.42) NS_SALLY(0.41) FEEL(0.38) SEE(0.38) PT_PRO2(0.36),DELICIOUS
video_77_133,MAKE NS_SALLY PT_PRO1 HAVE PT_POSS1 FINISH NOT NEED BUT PT_PRO2 PT_PRO1PL PT_DEM3 WHY PT_PRO3PL NOW CAN DIFFERENT GOOD BIG GO VERY WHAT MANY SMALL USE HOW NS_POSSUM SAME ALL WANT THING GET KNOW WHERE PT_POSS2 YES GREAT MORE LIKE DO GIVE HERE,MAKE(0.73) NS_SALLY(0.70) PT_PRO1(0.63) HAVE(0.56) PT_POSS1(0.55) FINISH(0.55) NOT(0.53) NEED(0.53) BUT(0.53) PT_PRO2(0.52) PT_PRO1PL(0.52) PT_DEM3(0.48) WHY(0.47) PT_PRO3PL(0.46) NOW(0.46) CAN(0.46) DIFFERENT(0.45) GOOD(0.45) BIG(0.44) GO(0.44) VERY(0.43) WHAT(0.43) MANY(0.43) SMALL(0.42) USE(0.42) HOW(0.41) NS_POSSUM(0.41) SAME(0.41) ALL(0.41) WANT(0.40) THING(0.40) GET(0.40) KNOW(0.39) WHERE(0.38) PT_POSS2(0.38) YES(0.38) GREAT(0.38) MORE(0.38) LIKE(0.38) DO(0.37) GIVE(0.36) HERE(0.35),BUT EXCITED FROM KNOW PT_POSS2 PT_PRO1 PT_PRO2 VERY WHAT
video_77_136,MAKE NEED NS_SALLY PT_DEM3 USE PT_PRO1PL NOW CAN HAND PT_PRO2 HAVE PT_PRO1 PUT PT_POSS1 GET PT_LOC PT_POSS2 WHAT ONE MEAN LIKE BUT PT_PRO3PL GO PT_PRO3 WRITE LOOK COG,MAKE(0.70) NEED(0.67) NS_SALLY(0.61) PT_DEM3(0.58) USE(0.57) PT_PRO1PL(0.55) NOW(0.55) CAN(0.54) HAND(0.53) PT_PRO2(0.53) HAVE(0.53) PT_PRO1(0.53) PUT(0.47) PT_POSS1(0.47) GET(0.45) PT_LOC(0.44) PT_POSS2(0.43) WHAT(0.40) ONE(0.39) MEAN(0.39) LIKE(0.39) BUT(0.37) PT_PRO3PL(0.37) GO(0.37) PT_PRO3(0.36) WRITE(0.36) LOOK(0.35) COG(0.35),COUNT EASY GOOD PT_DEM3 WAY
video_77_162,GREAT PT_DEM3 YES LOOK NS_POSSUM GOOD WHAT NOW PT_PRO3,GREAT(0.77) PT_DEM3(0.58) YES(0.58) LOOK(0.57) NS_POSSUM(0.53) GOOD(0.51) WHAT(0.39) NOW(0.36) PT_PRO3(0.35),BYE OK
video_77_187,GO COME-ON LOOK NS_SALLY HERE COME BYE GREAT NS_SKIP PT_LOC YES HELLO PT_PRO1PL NS_POSSUM NO PT_PRO2 PT_PRO1 OKAY,GO(0.79) COME-ON(0.66) LOOK(0.65) NS_SALLY(0.59) HERE(0.55) COME(0.55) BYE(0.54) GREAT(0.53) NS_SKIP(0.51) PT_LOC(0.51) YES(0.48) HELLO(0.48) PT_PRO1PL(0.45) NS_POSSUM(0.40) NO(0.39) PT_PRO2(0.38) PT_PRO1(0.38) OKAY(0.36),GO OK
video_77_209,PT_PRO1PL NOW GREAT NEED PT_DEM3 PT_PRO3 GET FINISH YES PT_PRO1 HAVE VERY WILL WANT PT_PRO2 MORE PLEASE GO NS_POSSUM PT_POSS1 WHAT MAKE,PT_PRO1PL(0.62) NOW(0.61) GREAT(0.59) NEED(0.55) PT_DEM3(0.54) PT_PRO3(0.51) GET(0.48) FINISH(0.48) YES(0.47) PT_PRO1(0.45) HAVE(0.45) VERY(0.44) WILL(0.42) WANT(0.42) PT_PRO2(0.42) MORE(0.39) PLEASE(0.38) GO(0.38) NS_POSSUM(0.37) PT_POSS1(0.37) WHAT(0.36) MAKE(0.35),GO MUCH NOW PT_PRO1 THANK-YOU TIME
video_78_2,LOOK,LOOK(1.00),LOOK
video_78_15,YES GREAT PT_PRO2 NS_POSSUM RIGHT PT_DEM3 WHAT LOOK FUNNY GOOD LOVELY DO SEE NO IDEA THAT NOT CAN PT_PRO3 PT_PRO1PL KNOW HAVE,YES(0.73) GREAT(0.69) PT_PRO2(0.65) NS_POSSUM(0.64) RIGHT(0.63) PT_DEM3(0.63) WHAT(0.56) LOOK(0.55) FUNNY(0.55) GOOD(0.49) LOVELY(0.49) DO(0.49) SEE(0.46) NO(0.43) IDEA(0.42) THAT(0.41) NOT(0.39) CAN(0.38) PT_PRO3(0.38) PT_PRO1PL(0.38) KNOW(0.36) HAVE(0.36),LOVELY SEE
video_78_22,NS_SALLY LOOK PT_DEM3 HAVE PT_LOC PT_PRO1 WHAT PT_POSS2 NS_POSSUM PT_POSS1 SHADOW NOW HERE FOOT PT_PRO2 SEE CAN PT_PRO3 BUT TWO TREE NEED GO ONE BIG GET DO HEAVY AND GREAT,NS_SALLY(0.76) LOOK(0.73) PT_DEM3(0.63) HAVE(0.60) PT_LOC(0.59) PT_PRO1(0.59) WHAT(0.58) PT_POSS2(0.56) NS_POSSUM(0.56) PT_POSS1(0.56) SHADOW(0.54) NOW(0.53) HERE(0.52) FOOT(0.49) PT_PRO2(0.49) SEE(0.48) CAN(0.48) PT_PRO3(0.47) BUT(0.46) TWO(0.44) TREE(0.44) NEED(0.42) GO(0.41) ONE(0.41) BIG(0.39) GET(0.39) DO(0.37) HEAVY(0.37) AND(0.37) GREAT(0.36),NO PT_PRO1
video_78_39,PUT NOW ONE FOUR PT_DEM3 TWO LOOK PT_LOC THREE NEED WHAT PT_PRO1PL PLEASE CAN HAVE HALF DO,PUT(0.87) NOW(0.86) ONE(0.84) FOUR(0.77) PT_DEM3(0.76) TWO(0.76) LOOK(0.75) PT_LOC(0.66) THREE(0.55) NEED(0.55) WHAT(0.54) PT_PRO1PL(0.51) PLEASE(0.48) CAN(0.39) HAVE(0.38) HALF(0.37) DO(0.37),BEAUTIFUL
video_78_46,ONE THREE TWO FOUR LOOK NOW PUT PT_DEM3 PLEASE PT_LOC WHAT HERE GREAT NS_SALLY CAN PT_PRO1PL PT_PRO2 NEED SEE NEXT OKAY WOOD,ONE(0.94) THREE(0.92) TWO(0.88) FOUR(0.87) LOOK(0.87) NOW(0.84) PUT(0.82) PT_DEM3(0.77) PLEASE(0.77) PT_LOC(0.74) WHAT(0.64) HERE(0.62) GREAT(0.55) NS_SALLY(0.52) CAN(0.52) PT_PRO1PL(0.46) PT_PRO2(0.46) NEED(0.43) SEE(0.39) NEXT(0.39) OKAY(0.38) WOOD(0.35),INSIDE OPEN
video_78_56,YES NS_POSSUM RIGHT PT_PRO1 LOOK PT_PRO2 NS_SALLY PT_DEM3 PT_PRO3 WHAT GREAT GO WANT DO IDEA GOOD WILL KNOW CAN,YES(0.79) NS_POSSUM(0.63) RIGHT(0.58) PT_PRO1(0.53) LOOK(0.53) PT_PRO2(0.53) NS_SALLY(0.53) PT_DEM3(0.49) PT_PRO3(0.49) WHAT(0.48) GREAT(0.47) GO(0.45) WANT(0.45) DO(0.43) IDEA(0.42) GOOD(0.41) WILL(0.38) KNOW(0.37) CAN(0.36),PT_PRO3 YES
video_78_68,NS_SALLY LOOK PT_DEM3 TWO ONE PT_LOC WHAT NOW PT_PRO1 PT_PRO2 PUT,NS_SALLY(0.78) LOOK(0.73) PT_DEM3(0.63) TWO(0.57) ONE(0.56) PT_LOC(0.53) WHAT(0.48) NOW(0.46) PT_PRO1(0.37) PT_PRO2(0.37) PUT(0.36),BIG PT_DEM3 VERY
video_78_71,WATCH THANK RIGHT THAT KNOW PT_DEM3 YES THANK-YOU LOOK SEE FUNNY,WATCH(0.87) THANK(0.79) RIGHT(0.61) THAT(0.57) KNOW(0.48) PT_DEM3(0.46) YES(0.46) THANK-YOU(0.42) LOOK(0.40) SEE(0.38) FUNNY(0.37),PT_DEM3 PT_PRO1
video_78_82,NOW PT_DEM3 LOOK PUT GOOD PT_PRO1PL HAVE PT_PRO1 SEE NEED,NOW(0.72) PT_DEM3(0.72) LOOK(0.66) PUT(0.51) GOOD(0.48) PT_PRO1PL(0.44) HAVE(0.42) PT_PRO1(0.41) SEE(0.38) NEED(0.37),NO NS_POSSUM
video_78_98,PT_DEM3 NS_SALLY GREAT YES WHAT LOOK ONE PLEASE NOW CAN PT_PRO1PL RIGHT OK OKAY PT_PRO1 PT_PRO2,PT_DEM3(0.62) NS_SALLY(0.61) GREAT(0.61) YES(0.58) WHAT(0.55) LOOK(0.55) ONE(0.54) PLEASE(0.52) NOW(0.52) CAN(0.50) PT_PRO1PL(0.48) RIGHT(0.48) OK(0.44) OKAY(0.40) PT_PRO1(0.40) PT_PRO2(0.39),BUT YES
video_78_111,NOT NS_POSSUM SEE PT_PRO2 PT_PRO1PL YES MANY THINK LEARN DAY HAVE WHAT PT_DEM3 LOOK CHILDREN KNOW WONDERFUL BEAUTIFUL CAN TODAY IDEA WATCH VERY CHILD NO PT_PRO1 PT_PRO3 PT_POSS1 NOW PT_PRO3PL FINISH ABOUT,NOT(0.76) NS_POSSUM(0.71) SEE(0.71) PT_PRO2(0.64) PT_PRO1PL(0.63) YES(0.57) MANY(0.56) THINK(0.55) LEARN(0.55) DAY(0.55) HAVE(0.54) WHAT(0.52) PT_DEM3(0.50) LOOK(0.48) CHILDREN(0.48) KNOW(0.46) WONDERFUL(0.44) BEAUTIFUL(0.44) CAN(0.42) TODAY(0.41) IDEA(0.41) WATCH(0.40) VERY(0.39) CHILD(0.39) NO(0.39) PT_PRO1(0.38) PT_PRO3(0.38) PT_POSS1(0.38) NOW(0.37) PT_PRO3PL(0.37) FINISH(0.35) ABOUT(0.35),GOOD PT_DEM3 THINK
video_78_163,NS_SALLY PT_PRO1 BUT PT_POSS1 HAVE CAN PT_POSS2 PT_PRO2 NS_POSSUM WHAT MAKE PT_PRO3 GO KNOW THINK PT_DEM3 WANT SEE NEED AND NS_SKIP WHY NOW LOVE MEAN HOW EAT PLAY LIKE VERY PT_PRO1PL GET SAY FRIEND WELL SOMETHING,NS_SALLY(0.84) PT_PRO1(0.75) BUT(0.70) PT_POSS1(0.67) HAVE(0.66) CAN(0.64) PT_POSS2(0.63) PT_PRO2(0.63) NS_POSSUM(0.59) WHAT(0.58) MAKE(0.57) PT_PRO3(0.56) GO(0.56) KNOW(0.52) THINK(0.51) PT_DEM3(0.50) WANT(0.47) SEE(0.47) NEED(0.46) AND(0.44) NS_SKIP(0.44) WHY(0.43) NOW(0.43) LOVE(0.41) MEAN(0.39) HOW(0.39) EAT(0.37) PLAY(0.37) LIKE(0.37) VERY(0.37) PT_PRO1PL(0.37) GET(0.36) SAY(0.36) FRIEND(0.36) WELL(0.36) SOMETHING(0.35),NEW NS_SALLY PT_PRO1 THANK YOU
video_78_166,YES GREAT PT_DEM3 NS_POSSUM LOOK RIGHT FUNNY LOVELY GOOD NO PT_PRO2 WHAT VERY,YES(0.84) GREAT(0.79) PT_DEM3(0.69) NS_POSSUM(0.65) LOOK(0.62) RIGHT(0.60) FUNNY(0.53) LOVELY(0.52) GOOD(0.52) NO(0.52) PT_PRO2(0.47) WHAT(0.46) VERY(0.35),ABLE YES
video_78_180,GREAT YES PT_DEM3 NS_POSSUM WHAT RIGHT NO GOOD LOOK PT_PRO2 DO WHERE,GREAT(0.83) YES(0.81) PT_DEM3(0.69) NS_POSSUM(0.66) WHAT(0.65) RIGHT(0.61) NO(0.61) GOOD(0.57) LOOK(0.53) PT_PRO2(0.42) DO(0.40) WHERE(0.38),NICE PT_PRO2
video_79_8,GREAT LOOK NS_POSSUM PT_DEM3 NOW SEE PT_PRO1PL PT_PRO2 YES VERY THINK KNOW PT_PRO1 PT_PRO3 HAVE FINISH WHAT GOOD PT_POSS1 NO LOVELY PT_PRO3PL,GREAT(0.61) LOOK(0.58) NS_POSSUM(0.57) PT_DEM3(0.56) NOW(0.50) SEE(0.47) PT_PRO1PL(0.47) PT_PRO2(0.46) YES(0.46) VERY(0.46) THINK(0.45) KNOW(0.45) PT_PRO1(0.44) PT_PRO3(0.43) HAVE(0.42) FINISH(0.42) WHAT(0.41) GOOD(0.40) PT_POSS1(0.40) NO(0.39) LOVELY(0.39) PT_PRO3PL(0.35),LOVELY
video_79_86,HAVE MAKE PT_DEM3 NEED CAN PT_PRO1PL NOW GO USE PAINT PT_PRO2 PT_POSS1 PT_PRO1 GOOD PUT,HAVE(0.69) MAKE(0.67) PT_DEM3(0.64) NEED(0.59) CAN(0.57) PT_PRO1PL(0.51) NOW(0.47) GO(0.45) USE(0.40) PAINT(0.40) PT_PRO2(0.40) PT_POSS1(0.40) PT_PRO1(0.39) GOOD(0.38) PUT(0.38),CAN PT_DEM3 PT_PRO2 SEE
