text	gloss
sally watch this flight .	NS_SALLY WATCH THIS FLIGHT
yes the pattern has repeated .	YES PATTERN REPEAT
see you next time .	SEE PT_PRO2 NEXT-TIME
that is why we are calling the book where is possum .	CALL BOOK WHERE NS_POSSUM
hello everyone is not it a lovely day today .	HELLO EVERYONE LOVELY DAY TODAY
some coconut oil .	COCONUT OIL
sally look .	NS_SALLY LOOK
you have definitely grown .	PT_PRO2 GROW DEFINITELY
why do not we watch some children learning about words and spelling in english .	WHY WATCH CHILD LEARN WORD SPELL ENGLISH
yes it is very hot .	YES VERY HOT
alright .	RIGHT
can you get the eggs out of the fridge please .	PT_PRO2 GET EGG OUT-OF FRIDGE PLEASE
hello .	G'DAY
okay i will hold it .	OKAY PT_PRO1 WILL HOLD PT_DET
that is beautiful .	BEAUTIFUL
it looked like lots of fun .	LOOK-LIKE FUN LOTS
thank you for teaching us about flower arranging .	THANK-YOU TEACH PT_PRO1PL ABOUT FLOWER ARRANGE
it is light .	PT_DEM3 LIGHT
look hi jay .	LOOK HI NS_JAY
has anyone seen my notebook .	ANYONE SEE PT_POSS1 NOTEBOOK
that will save water alright .	PT_DEM3 SAVE WATER GOOD
it is lovely to see you both .	LOVELY SEE PT_PRO2 TWO
let us watch .	WATCH
maybe her foot has fallen off .	MAYBE PT_POSS3 FOOT DROP-OFF
i think it has finished .	PT_PRO1 THINK FINISH
does that mean i did not give you a surprise when i came in sally .	SURPRISE PT_PRO1 GIVE-NOT PT_PRO2 NS_SALLY COME
one two three four five six .	ONE TWO THREE FOUR FIVE SIX
look .	LOOK
that is what you can see .	PT_DEM3 SEE CAN PT_PRO2
yeah that is great .	YEAH GREAT
water can be soaked up into the sponge and it is good for cleaning up spills .	WATER SOAK-UP INTO SPONGE CAN CLEAN SPILL GOOD
i have never seen anything as big as that before .	PT_PRO1 NEVER SEE BIG LIKE-THAT BEFORE
sally are you using the easel .	NS_SALLY PT_PRO2 USE EASEL
out of those eggs will pop a caterpillar .	FROM PT_DEM3 EGG WILL POP CATERPILLAR
you are right possum .	PT_PRO2 RIGHT POSSUM
are you ready up there possum .	PT_PRO2 READY PT_LOC(UP)
the sun stays still and the earth rotates .	SUN STAY EARTH ROTATE
well i was gonna teach you about angles was not i .	WELL PT_PRO1 TEACH-FUTURE PT_PRO2 ANGLE NOT-SO QUESTION
yes i remember that day .	YES PT_PRO1 REMEMBER DAY PT_DEM3
but sally if i pick pancakes will i have to eat them every day from now on .	PANCAKE PICK PT_PRO1 EAT EVERY-DAY MUST PT_PRO2
hello everyone .	HELLO EVERYONE
it is nowhere to be seen .	NOWHERE SEE
see .	SEE
i am possum .	PT_PRO1 NS_POSSUM
right and these are quarters .	RIGHT PT_DEM3PL QUARTERS
when they land they take all their nectar off then another bee comes along takes it and puts it into the honeycomb .	PT_PRO3PL LAND TAKE NECTAR OFF THEN BEE OTHER COME TAKE PUT HONEYCOMB
now i need to go and get some more milk while i am at the shop .	NOW PT_PRO1 NEED GO GET MILK WHILE PT_PRO1 SHOP
we saw lots of crocodiles .	CROCODILE MANY SEE
i did a bit of investigating and found out that the contacts were dirty .	PT_PRO1 INVESTIGATE FIND CONTACT DIRTY
yeah let us watch .	WATCH YES
we put rubbish in the rubbish bin and other things like metal steel paper and plastic we put into the recycling bin .	RUBBISH RUBBISH-BIN PUT, METAL STEEL PAPER PLASTIC OTHER RECYCLE-BIN PUT.
let us get some glasses and fill them with different types of water and see what the ice cubes do .	GLASS TAKE PT_POSS1PL WATER DIFFERENT-TYPE FILL PT_PRO1PL ICE-CUBE WHAT-DO
take two steps .	TAKE TWO STEP
okay .	OKAY
that is funny .	FUNNY
why do not we sit down .	SIT-DOWN
is not she so clever possum .	PT_PRO3 CLEVER POSSUM NOT-REALLY
if you pick them off the forest floor that means the leaves will not biodegrade and the trees will not have anything to eat they will not be able to grow .	PT_PRO2 PICK FOREST-FLOOR LEAF NOT BIODEGRADE TREE NOT EAT TREE NOT GROW
two three .	TWO THREE
they are good for living in .	TREE GOOD LIVE-IN
we could use a dinner plate .	PT_PRO1PL USE PLATE DINNER
sally it is your turn .	NS_SALLY PT_PRO3 PT_POSS2 TURN
we have investigated quite a lot today and we have discovered that shadows move depending on the sun .	TODAY INVESTIGATE MANY DISCOVER SHADOW MOVE DEPEND SUN
okay .	OKAY
can you tell them to sally please .	CAN PT_PRO2 TELL PT_PRO3PL NS_SALLY PLEASE
that is a great chart sally .	CHART PT_DEM3 GREAT_GOOD NS_SALLY
yes please .	YES PLEASE
the cows ate the grass they made the milk there are special machines to get the milk from the cows .	COW GRASS EAT MILK MAKE MACHINE SPECIAL MILK COW FROM GET
i should have had breakfast earlier .	PT_PRO1 BREAKFAST EARLY SHOULD-NOT
it has given me a brilliant idea .	GIVE-ME IDEA BRILLIANT
sally i made a second bunch for a friend of mine .	NS_SALLY PT_PRO1 MAKE SECOND BUNCH FRIEND PT_POSS1
now you go over under over under .	NOW PT_PRO2 OVER UNDER OVER UNDER
s a l l y .	FINGERSPELL
yes you are right possum .	YES PT_PRO2 RIGHT POSSUM
hello .	HELLO
how about we hang it in the tree .	HOW-ABOUT PT_PRO1PL HANG TREE
it is ready .	READY
yes put them on the table .	YES PUT PT_PRO3PL TABLE
there must be another possum .	POSSUM ANOTHER MUST
great can i have a straw please .	GREAT CAN PT_PRO1 HAVE STRAW PLEASE
i have actually got two copies of it .	I HAVE ACTUALLY TWO COPY PT_DEM3
mirrors come in all different sizes .	MIRROR DIFFERENT SIZE MANY
one two three .	ONE TWO THREE
i will chop them up .	PT_PRO1 CHOP WILL
we need our art gear .	NEED PT_POSS1 ART GEAR
it can also be over and under over and under .	OVER UNDER OVER UNDER CAN
that is great possum keep coming .	GREAT CONTINUE-COME
watch i will show you .	WATCH PT_PRO1 WILL SHOW PT_PRO2
it is still wet .	WET STILL
paper recycling .	PAPER RECYCLING
look .	LOOK
jay look at this .	NS_JAY LOOK PT_DEM3
i do hate wasting water .	PT_PRO1 HATE WASTE WATER
how are things with you .	HOW THING PT_POSS2
good .	GOOD
that is right possum .	PT_DEM3 RIGHT POSSUM
well you need your wrap first and then put the things on it that you would like .	WELL PT_PRO2 NEED PT_POSS2 WRAP FIRST THEN PUT THING-PL PT_DEM3 PT_PRO2 WANT
thank you .	THANK-YOU
you can remove that from the milk .	PT_PRO2 CAN REMOVE PT_DEM3 FROM MILK
to draw the same thing as you have seen helps you remember what it really looks like .	DRAW SAME THING PT_PRO2 SEE HELP PT_PRO2 REMEMBER LOOK REALLY
hello .	HELLO
now put them together .	PUT TOGETHER
that is right it was not for me .	NOT FOR PT_PRO1
look！ .	LOOK
i want to smell them .	PT_PRO1 WANT SMELL PT_PRO3PL
possum no .	NS_POSSUM NO
it has not fallen off .	PT_DEM3 FALL-OFF-NOT
small s .	SMALL FINGERSPELL-S
my fur really .	PT_POSS1 FUR REALLY
possum has joined me too .	NS_POSSUM JOIN PT_PRO1 ALSO
right now we need a towel .	NOW PT_PRO1PL NEED TOWEL
so sally asked me go get skip because he will be able to tighten it .	NS_SALLY PT_PRO1 ASK NS_SKIP GET GO TIGHT ABLE
i also use some of these containers to keep food in in the cupboard .	PT_PRO1 ALSO USE CONTAINER SOME KEEP FOOD INSIDE CUPBOARD INSIDE
as soon as i have eaten lunch it gets round in the middle .	FINISH EAT LUNCH THEN PT_POSS1 SHADOW ROUND MIDDLE
so that means nine ten eleven oclock sally it is eleven oclock .	MEAN NINE TEN ELEVEN O'CLOCK#11 NS_SALLY ELEVEN O'CLOCK#11
i really enjoyed sitting down eating my breakfast with possum .	PT_PRO1 ENJOY VERY SIT-DOWN EAT BREAKFAST PT_POSS1 WITH NS_POSSUM
thirty seconds .	SECOND#30
now we need to count the totals of each tool .	NOW PT_PRO1PL NEED COUNT TOTAL EACH TOOL
that was the white stuff they were playing with .	PT_DEM3 WHITE STUFF PLAY
so i thought i would leave him be and i would just cook it myself .	SO PT_PRO1 THINK PT_PRO1 WILL-NOT LEAVE PT_PRO3 ALONE PT_PRO1 WILL COOK SELF
sally how do we play .	NS_SALLY HOW PLAY
yes please .	YES PLEASE
have we got sunscreen .	HAVE PT_POSS1 SUNSCREEN
hey would you like to come in and see my tree .	HEY WANT PT_PRO2 COME-IN SEE PT_POSS1 TREE
one two three four five .	ONE TWO THREE FOUR FIVE
hello .	HELLO
they look like a comb .	COMB LOOK-LIKE
these are great for putting into a salad and eating .	SALAD PUT EAT GREAT
they could be pictures or symbols .	PICTURE OR SYMBOL
it will not be a caterpillar any more .	WILL-NOT CATERPILLAR ANYMORE
yeah yellow .	YES YELLOW
so how many steps .	HOW MANY STEP
what is the matter possum .	WHAT MATTER PT_DEM3
stop .	STOP
if i open it up can you please spoon it into the scales and watch the dial to see when it gets to two hundred grams .	FUTURE OPEN THING PT_PRO2 SPOON PUT SCALE WATCH DIAL REACH TWO-HUNDRED GRAM
what a great shot .	SHOT GREAT WH-EXCLAIM
yes possum .	YES POSSUM
i know this is going to float .	KNOW FLOAT WILL
but why were not you careful now .	BUT WHY PT_PRO2 CAREFUL-NOT NOW
there is plenty of food in the fridge .	FOOD PLENTY FRIDGE HAVE
yes i know you do possum and i have something else that is sticky for you just wait .	NS_SALLY PT_PRO1 KNOW PT_POSS2 DO PT_PRO1 HAVE SOMETHING ELSE STICKY PT_PRO2 WAIT
four and the fifth mark .	FOUR FIVE MARK
hello .	HELLO
the wheels are moving .	WHEEL MOVE
possum i said to check the milk .	NS_POSSUM MILK CHECK PT_PRO1 SAY
such a good day .	DAY GOOD MUCH
possums do not eat fish .	POSSUM EAT-NOT FISH
a nail i think it might float .	NAIL THINK FLOAT MIGHT
yes it is very big is not it .	YES PT_DEM3 VERY BIG NOT
i have got my basket can you please bring the fork .	BASKET HAVE-POSS1 FORK BRING PT_PRO2
well hang on possum .	WELL HANG-ON POSSUM
do you feel completely warm .	PT_PRO2 FEEL WARM COMPLETELY
i want a big castle .	PT_PRO1 WANT BIG CASTLE
ok i will stir .	OKAY PT_PRO1 STIR
put that there .	PUT PT_DEM3 PT_LOC
but we need to cut the window out ok .	BUT NEED CUT WINDOW OUT OK
clay .	CLAY
can i do it again sally .	CAN PT_PRO1 DO PT_PRO3 AGAIN NS_SALLY
hello .	HELLO
your plane flew all the way around there .	PT_POSS2 PLANE FLY ALL-WAY AROUND PT_LOC
now that is attached to the rope and it will pull it all across .	NOW ATTACH ROPE PULL ALL-ACROSS
you are very good at finding shapes are not you .	PT_PRO2 VERY GOOD FIND SHAPE NOT-SO
yes you have run out of green paint have not you .	GREEN PAINT RUN-OUT-NOT PT_PRO2
do not they look delicious .	DELICIOUS LOOK-NOT DO
there is one two plates .	PLATE TWO
sally can i have some more pineapple on there .	NS_SALLY CAN PT_PRO1 HAVE SOME MORE PINEAPPLE PT_LOC
four .	FOUR
you can not be in such a hurry you must be patient .	PT_PRO2 CAN-NOT HURRY-RUSH MUST PATIENT
what is your favorite shape possum .	PT_POSS2 FAVORITE SHAPE WHAT POSSUM
when you are in the car you can look at the side mirrors .	CAR IN SIDE-MIRROR LOOK
great it is beautiful .	GREAT BEAUTIFUL
yes it is sticking on the bottom .	YES PT_PRO3 STICK BOTTOM
hello everyone .	HELLO EVERYONE
i love the place mats too .	PT_PRO1 LOVE PLACE-MAT ALSO
let us see how it tastes .	SEE TASTE
yes please .	YES PLEASE
look .	LOOK
there is only just enough biscuits to go around .	BISCUIT JUST ENOUGH AROUND GO
do you think we could put them in the cupboard as they are possum .	PT_PRO1 THINK PT_PRO1PL PUT PT_PRO3PL CUPBOARD POSSUM
look at that one .	LOOK PT_DEM3
yes .	YES
we need to get rid of all of the pancakes in the kitchen .	PANCAKE ALL KITCHEN GET-RID
i did not want my visitor to see dirty place mats .	PT_PRO1 WANT-NOT PT_POSS1 VISITOR SEE PLACEMAT DIRTY
that is great .	GREAT
look at the flowers the beautiful colour .	LOOK FLOWER COLOUR BEAUTIFUL
it would not sink at all .	SINK-NOT
what about this .	WHAT-ABOUT PT_DEM3
possum can i say what a lovely cup of tea this is thank you .	POSSUM TEA CUP NICE THANK PT_PRO2
you are playing tricks on me .	PT_PRO2 PLAY TRICK PT_PRO1
well that would be a boring book we need to make it more interesting .	WELL PT_DEM3 BORING BOOK PT_PRO1-PL NEED MAKE INTERESTING MORE
what animal should we have a fish or a frog .	ANIMAL WHAT-Q FISH OR FROG
i want to stop the leak .	PT_PRO1 WANT STOP LEAK
look .	LOOK
i want some soccer goals right in the corner next to my tree .	WANT GOAL SOCCER CORNER NEXT TREE PT_POSS1
but now we need to sort them again according to size .	BUT NOW PT_PRO1PL NEED SORT PT_PRO3PL AGAIN SIZE
now do you think the ball with a bigger angle will stop earlier or will it go further .	NOW THINK PT_PRO2 BALL ANGLE BIG STOP-EARLY OR GO FAR-MORE QUESTION
yeah i could eat more of your lunch .	YEAH PT_PRO1 CAN EAT MORE PT_POSS2 LUNCH
is not this lovely .	PT_DEM3 LOVELY NOT
look .	LOOK
ok bye .	OK BYE
that is right yeah .	PT_DEM3 RIGHT YEAH
that bit is made to hold heavy things .	PT_DEM3 PART MAKE HOLD HEAVY THING
when i take little steps i need lots .	PT_PRO1 STEP LITTLE TAKE NEED MANY
i missed it .	PT_PRO1 MISS
possum look at the plane .	NS_POSSUM PLANE LOOK
we need something a bit trickier .	NEED SOMETHING BIT TRICKY
we can make some stilts for you .	PT_PRO1PL CAN MAKE STILT PT_PRO2
you are funny possum .	PT_PRO2 FUNNY POSSUM
he needs to learn to be careful and gentle .	PT_PRO3 NEED LEARN CAREFUL GENTLE
i could do that .	PT_PRO1 ABLE MAKE THAT
you are funny possum .	PT_PRO2 FUNNY POSSUM
i am going to help you cross .	PT_PRO1 WILL HELP PT_PRO2 CROSS
hello sally .	HELLO NS_SALLY
why do not we watch some children making shapes in a different way .	WHY WATCH CHILD MAKE SHAPE DIFFERENT-WAY
yes please .	YES PLEASE
thanks for watching .	THANKS WATCH
yeah let us watch .	YEAH WATCH
look at the big box .	BOX BIG PT_LOC LOOK
bye .	BYE
i notified the police to let them know i would lost it but now i think i recall looking at a lovely pair of shoes and i left my bag on the shelf .	PT_PRO1 NOTIFY POLICE TELL PT_PRO3PL PT_PRO1 LOSE BUT NOW PT_PRO1 THINK RECALL LOOK SHOE PAIR LOVELY PT_PRO1 LEAVE PT_POSS1 BAG SHELF
now i know a lot more about eggs .	NOW PT_PRO1 KNOW MANY ABOUT EGG
let us go inside possum .	PT_PRO2 POSSUM INSIDE GO
sally i want it all .	NS_SALLY PT_PRO1 WANT PT_DEM3 ALL
i will hold it wait for the wind and i will throw it up .	PT_PRO1 HOLD-KITE WAIT WIND PT_PRO1 THROW-UP
when they do get their first bike they can not necessarily ride it .	WHEN PT_PRO3PL GET FIRST BIKE PT_PRO3PL CAN RIDE-NOT NECESSARILY
it will be ready about lunchtime .	READY ABOUT LUNCHTIME
but it is a bit boring by myself .	BUT BORING ALONE PT_PRO1
hang on i will be back .	HANG-ON PT_PRO1 WILL RETURN
it is my favourite word .	PT_DEM3 PT_POSS1 FAVOURITE WORD
you are fast possum .	PT_PRO2 FAST POSSUM
okay .	OKAY
thank you .	THANK-YOU
sally you and i could be patterns .	NS_SALLY PT_PRO2 PT_PRO1 PATTERN CAN-BE
hello .	HELLO
hi amanda .	HI NS_AMANDA
that would be a circle on top of a rectangle .	CIRCLE TOP RECTANGLE
yes it did i have got more in there .	YES PT_PRO1 HAVE MORE PT_LOC
i wanna walk on stilts .	PT_PRO1 WANT WALK STILT
no i was not thinking about eating lunch .	NO PT_PRO1 THINK-NOT ABOUT EAT LUNCH
that is looking good possum .	LOOK GOOD POSSUM
hello .	HELLO
yeah let us go .	YES GO PT_PRO1PL
look it stretches it stretches big and small .	LOOK STRETCH STRETCH BIG SMALL
it feels so swollen .	FEEL SWELL VERY
ok .	OK
this is an old wooden box that i used to use .	OLD WOOD BOX PT_PRO1 USE-PAST
the wheelbarrow is full of weeds now .	WHEELBARROW FULL WEED NOW
it is a rectangle .	RECTANGLE
what is in there .	INSIDE WHAT
hello everyone .	HELLO EVERYONE
possum what are you doing .	POSSUM WHAT PT_PRO2 DO
no i am first .	NO PT_PRO1 FIRST
i have an older clock over here that does not have a second hand .	PT_POSS1 CLOCK OLD PT_LOC HAVE-NOT HAND SECOND
look my tree sally .	LOOK PT_POSS1 TREE NS_SALLY
only a very few people have gone to visit the moon but they always come back .	PERSON FEW ONLY MOON VISIT GO-TO BUT RETURN ALWAYS
i will go and see if he is there you stay here ok .	PT_PRO1 GO SKIP SEE THERE CHECK-WILL PT_PRO2 STAY HERE OKAY
you can make more than one though .	PT_PRO2 CAN MAKE MORE-THAN ONE THOUGH
see i have drawn the arrows to show which way the cogs turn .	SEE PT_PRO1 DRAW ARROW SHOW WHICH-WAY COG TURN
it is great .	GREAT
well you do not need a birds eye view because you can have a possums eye view .	WELL PT_PRO2 NEED-NOT BIRD EYE VIEW BECAUSE POSSUM EYE VIEW HAVE CAN PT_PRO2
they look the same do not they .	PT_PRO3PL LOOK SAME NOT
i love making the dough too .	PT_PRO1 LOVE MAKE DOUGH
maybe a pet like that like a koala perhaps .	MAYBE PET LIKE THAT LIKE NS_KOALA MAYBE
it is a surprise .	SURPRISE
sally do you want these eggs .	NS_SALLY PT_PRO2 WANT THIS EGG
honey i love honey .	HONEY PT_PRO1 LOVE HONEY
this is meant to be a small thing but it is so big .	PT_DEM3 SMALL THING SUPPOSED-TO-BE BUT BIG VERY
i know .	PT_PRO1 KNOW
stamp that .	STAMP PT_DEM3
no .	NO
not yet possum we need to follow the recipe exactly .	NOT-YET POSSUM PT_PRO1PL NEED FOLLOW RECIPE EXACT
hey sally have a look at my door .	NS_SALLY LOOK PT_POSS1 DOOR
how can i explain i will show you .	HOW EXPLAIN-CAN PT_PRO1 SHOW PT_PRO2
hello up there possum .	HELLO PT_LOC POSSUM
well why do not we watch some children .	WELL WHY NOT WATCH CHILD
have some food .	HAVE FOOD SOME
sally can we watch some children bush walking .	NS_SALLY WATCH CHILDREN BUSH-WALK CAN
how did you sleep .	PT_PRO2 SLEEP HOW
i know i am gonna go into my tree and get some really big boxes and bring them out .	PT_PRO1 KNOW PT_PRO1 FUTURE GO PT_POSS1 TREE GET BIG BOX MANY BRING-OUT
yeah there it is let us go .	YES PT_LOC FINISH GO
ok let us go .	OK GO
i was just thinking about when i used to work on the boats .	PT_PRO1 THINK ABOUT TIME PT_PRO1 WORK BOAT BEFORE
hello everyone .	HELLO EVERYONE
sally is it ready now can we drink it .	NS_SALLY READY NOW DRINK CAN-WE
this is how we make our plaster of paris .	PT_DEM3 HOW MAKE PLASTER-OF-PARIS
okay i will do it again .	OKAY PT_PRO1 WILL DO AGAIN
sorry i interrupted you .	SORRY PT_PRO1 INTERRUPT PT_PRO2
hello .	HELLO
i was just thinking we have had a wonderful time today have not we possum .	PT_PRO1 THINK RECENT PT_PRO1PL HAVE TIME WONDERFUL TODAY HAVE-NOT PT_PRO1PL
come on .	COME-ON
i have got this chart ready to show us the different ways that we can use tools .	CHART PT_DEM3 READY SHOW PT_PRO2 TOOL USE WAY DIFFERENT
there it is .	THERE PT_DEM3
look at the clouds .	LOOK CLOUD
ok off you go .	OK PT_PRO2 GO
japan .	JAPAN
hey have a look at all those children walking along .	LOOK CHILDREN MANY WALK ALONG
what a beautiful gift .	GIFT BEAUTIFUL VERY
careful .	CAREFUL
today is going to be a very special day .	TODAY SPECIAL DAY VERY
but it is so small .	BUT SMALL VERY
i have forgotten .	PT_PRO1 FORGET
right .	RIGHT
now we are going to make some green paint and we need two of these colors .	NOW FUTURE MAKE GREEN PAINT NEED TWO COLOR
yeah let us watch .	YES PT_PRO1PL WATCH
look .	LOOK
one more thing we need to tie the string on .	ONE MORE THING PT_PRO1PL NEED TIE STRING ON
hello this is brett .	HELLO NS_BRETT
to investigate that water i would have to pay for it .	INVESTIGATE WATER PAY MUST
now we need to make the base to sit on the back .	NOW NEED MAKE BASE SIT BACK
we can also compare them to see if they are the same or they are different .	COMPARE SAME DIFFERENT CHECK-IF
now we need to cover them up .	NOW PT_PRO1PL NEED COVER PT_PRO3PL UP
sally can i draw this .	NS_SALLY PT_PRO1 DRAW THIS
well our time is up .	TIME UP FINISH.
yes possum .	YES POSSUM
i am sally .	PT_PRO1 NS_SALLY
i hate wasting things in general really .	PT_PRO1 HATE WASTE THING GENERAL REALLY
yes please .	YES PLEASE
did you see who flashed my doorbell .	PT_PRO2 SEE WHO DOORBELL FLASH
does that mean she has put things into her foot .	PT_DEM3 MEAN PT_PRO3 PUT THING-PL PT_POSS3 FOOT
yeah copy us kids come on .	YEAH COPY KID COME
bye bye .	BYE BYE
well what you need to remember is to get your features in the right place on your face and try to make them the right size too .	WHAT PT_PRO2 NEED REMEMBER FEATURE PLACE FACE RIGHT ALSO MAKE SIZE RIGHT
thank you .	THANK-YOU
i wonder what he is so interested in .	PT_PRO1 WONDER PT_PRO3 INTEREST-IN WHAT
now to make butter you need to separate the two parts of the cream .	NOW MAKE BUTTER PT_PRO2 NEED SEPARATE TWO PART CREAM
who put that mirror there .	MIRROR PT_LOC PUT WHO
look at all the colored leaves .	LEAF COLOUR LOOK
sally do you need to pay a bill .	NS_SALLY DO PT_PRO2 NEED PAY BILL
how would the gardening go .	GARDENING GO HOW
there is milk .	MILK PT_LOC
great .	GREAT
that looks good .	PT_DEM3 LOOK-LIKE GOOD
hold on .	WAIT
now you look like a real police officer .	NOW PT_PRO2 LOOK LIKE POLICE OFFICER REAL
yes he would love to hear what you have learnt .	YES PT_PRO3 LOVE HEAR PT_PRO2 LEARN FINISH
can you work out what english word we can make using these letters .	PT_PRO2 CAN WORK-OUT WHAT ENGLISH WORD PT_PRO1PL CAN MAKE USE LETTER
yeah let us watch .	WATCH
otherwise you might change shape too .	OTHERWISE SHAPE CHANGE MAYBE
that looks lovely .	LOOK LOVELY
it is my pleasure to introduce the star of the circus the most famous possum .	PT_PRO1 PLEASURE INTRODUCE POSSUM FAMOUS CIRCUS STAR
well you were outside playing and i was in here getting everything ready for lunch .	WELL PT_PRO2 OUTSIDE PLAY AND PT_PRO1 INSIDE GET READY LUNCH
before when i was sick you would help me by telling me a story .	BEFORE SICK PT_PRO1 PT_PRO2 HELP-ME STORY TELL
it is like my iron .	LIKE PT_POSS1 IRON
you can have big ones small ones or really big ones .	BIG ONE SMALL ONE BIG VERY ONE HAVE
they are not .	PT_PRO3PL NOT
you were like a circus star that day .	PT_PRO2 LIKE CIRCUS STAR DAY-THAT
what is this .	WHAT PT_DEM3
sally my door was so hard to open i do not know why .	NS_SALLY PT_POSS1 DOOR HARD OPEN PT_PRO1 NOT-KNOW WHY
that is because the air is skimming over the top and the air underneath is pushing up .	REASON THAT AIR SKIM-ACROSS TOP, AIR UNDERNEATH PUSH-UP
like that can you do that all the way around please .	LIKE PT_DEM3 PT_PRO2 DO ALL-WAY-AROUND PLEASE
there it is .	PT_DEM3 THERE
skip is going to come through the gate .	SKIP GO COME THROUGH GATE
he delivers parcels to people .	PT_PRO3 DELIVER PARCEL PERSON MANY
one two three four anyway .	ONE TWO THREE FOUR ANYWAY
we are actually using the sun and the sun is projecting the shadow .	PT_PRO1PL SUN USE SHADOW PROJECT
sink and float .	SINK FLOAT
thank you your majesty .	THANK-YOU PT_POSS2 MAJESTY
no sally gave that to me yesterday .	NO NS_SALLY GIVE PT_PRO1 YESTERDAY
sally i thought it had rained last night .	SALLY PT_PRO1 THINK RAIN YESTERDAY-NIGHT
i have got bananas rolled oats and dates .	BANANA ROLLED-OATS DATE HAVE PT_PRO1
yeah i think i would enjoy that .	YEAH PT_PRO1 THINK WOULD ENJOY
we do not need to eat any fish .	PT_PRO1PL NEED-NOT EAT FISH
now you can see it is uneven at the bottom .	NOW PT_PRO2 CAN SEE PT_DEM3 UNEVEN BOTTOM
i was just thinking what i might have in the kitchen for you .	PT_PRO1 THINK KITCHEN PT_PRO2 WHAT HAVE
possum what are you doing there .	POSSUM WHAT DO PT_LOC
look .	LOOK
the symmetry of the wings they are identical .	WING SYMMETRY IDENTICAL
do you remember just before i was knitting that beanie .	BEFORE PT_PRO1 BEANIE KNIT REMEMBER PT_PRO2
i will hold it and can you please tie a knot in it .	PT_PRO1 HOLD PT_DEM3 YOU TIE KNOT PT_LOC PLEASE
they can not fly .	FLY-NOT
it might not taste very good it might ruin it .	MIGHT-NOT TASTE GOOD MIGHT RUIN
can you brush your hair without the mirror .	PT_PRO2 CAN BRUSH PT_POSS2 HAIR WITHOUT MIRROR
so much delicious fruit .	FRUIT DELICIOUS MANY
that is a good idea possum .	PT_DEM3 GOOD IDEA NS_POSSUM
all done .	FINISH ALL
hello .	HELLO
is it a flower .	FLOWER
look it is a fish that looks awesome .	LOOK PT_DEM3 FISH LOOK AWESOME
it was .	YES
yes me too possum .	YES PT_PRO1 TOO NS_POSSUM
look sally .	LOOK NS_SALLY
i know why do not we cut it in half and then they can cut that half into half .	KNOW WHY NOT CUT HALF THEN CUT HALF HALF
i just love to see all the different materials being used .	PT_PRO1 LOVE SEE ALL DIFFERENT MATERIAL USE
i will use the leaf blower and you can use the rake .	PT_PRO1 LEAF-BLOWER USE, PT_PRO2 RAKE USE
just wait .	WAIT
we have been looking for you .	PT_PRO1PL LOOK-FOR PT_PRO2
well it looks lovely .	LOVELY LOOK
i have .	PT_PRO1 HAVE
sally how does this become bubbles .	NS_SALLY BUBBLE BECOME HOW
but if we can not do that there is a place called an aquarium and we can walk under the water and watch all the fish swim by .	CANNOT DO AQUARIUM PLACE EXIST WALK WATER UNDER FISH WATCH SWIM-BY
do not worry about having to do it perfectly .	PERFECT DO-NOT WORRY
okay .	OKAY
we have had so much fun .	PT_PRO1PL HAVE FUN MUCH FINISH
this says sallys treasure hunt .	PT_DEM3 SAY NS_SALLY TREASURE HUNT
tree and bike .	TREE BIKE
we just need one cup of water .	NEED ONE CUP WATER
here are the potatoes we need .	POTATO NEED HERE
so first we need to get our piece of paper and just fold it in half .	FIRST PT_PRO1PL NEED GET PAPER FOLD HALF
i want to make a special pot for this one .	PT_PRO1 WANT MAKE POT SPECIAL PT_DEM3
you are right sally i was very busy .	PT_PRO2 RIGHT SALLY PT_PRO1 VERY BUSY
but i do know that getting dinner prepared is very important too .	BUT PT_PRO1 KNOW DINNER PREPARE IMPORTANT ALSO
hello .	HELLO
that does not wobble either i do like it .	PT_DEM3 WOBBLE-NOT EITHER PT_PRO1 LIKE PT_PRO3
i am being very fast in cleaning up because i need to go to the shop .	PT_PRO1 FAST CLEAN BECAUSE PT_PRO1 NEED GO SHOP
i am sally .	PT_PRO1 NS_SALLY
sally it smells delicious is it ready .	NS_SALLY PT_DEM3 SMELL DELICIOUS READY
nothing nothing .	NOTHING NOTHING
would you like to help .	HELP WANT-NOT PT_PRO2
sometimes it is quicker to count when using tallies .	SOMETIMES TALLY QUICK
that is great skip watch me .	GREAT SKIP WATCH PT_PRO1
that was my favourite .	PT_DEM3 PAST PT_POSS1 FAVOURITE
hi everyone i am telling possum a story .	HELLO EVERYONE PT_PRO1 TELL NS_POSSUM STORY
thank you .	THANK-YOU
this looks great .	PT_DEM3 LOOK GREAT
good idea .	GOOD IDEA
it has called a rain gauge .	CALL RAIN-GAUGE
i am sally .	PT_PRO1 NS_SALLY
possum i have been noticing though you are looking for something .	NS_POSSUM PT_PRO1 NOTICE PT_PRO2 SEARCH SOMETHING
bye .	BYE
finished .	FINISH
okay .	OKAY
i have already chopped up a bunch of bananas and put them in the freezer .	PT_PRO1 ALREADY CHOP BUNCH BANANA PUT FREEZER
you go to the table and i will wash my hands .	PT_PRO2 GO TABLE PT_PRO1 WASH HANDS PT_POSS1
this one is for hitting .	ONE-THIS HIT
