text	gloss
why do not you come over and have a look tomorrow .	TOMORROW COME LOOK WHY-NOT
i will have everything set up and you will be able to see the full moon .	PT_PRO1 SETUP EVERYTHING FINISH MOON FULL SEE ABLE PT_PRO2
can i go can i .	GO CAN PT_PRO1 GO CAN
please can i go have a look .	PLEASE GO LOOK CAN PT_PRO1
yes it would be fun to see the telescope .	YES TELESCOPE SEE FUN
i do know you love learning things possum .	PT_PRO1 KNOW PT_PRO2 LEARN LOVE NS_POSSUM
ok i will see you both tomorrow night alright .	OK TOMORROW NIGHT PT_PRO3PL MEET SEE PT_PRO1 ALRIGHT
i am so excited see you .	PT_PRO1 EXCITED VERY SEE PT_PRO2
sally i am so excited .	NS_SALLY PT_PRO1 EXCITED VERY
i had a very good sleep last night and now i am ready to go see skip .	PT_PRO1 SLEEP GOOD VERY NIGHT-LAST AND NOW PT_PRO1 READY GO SEE NS_SKIP
yes so am i .	YES PT_PRO1 SAME
i had a look outside .	PT_PRO1 LOOK OUTSIDE
there are no clouds so it is a nice clear sky .	CLOUD NOTHING SKY CLEAR NICE
i know we are going to get to see the moon through the telescope .	PT_PRO1 KNOW PT_PRO1PL GO SEE MOON TELESCOPE THROUGH
that is great sally can we see the earth .	PT_DEM3 GREAT NS_SALLY PT_PRO1PL CAN SEE EARTH
well not really .	NOT REALLY
we are standing on the earth looking at the moon .	PT_PRO1PL STAND EARTH LOOK MOON
but to see the earth we would need to be standing on the moon .	BUT SEE EARTH NEED STAND MOON
ok that is great .	OK PT_DEM3 GREAT
sally i want to learn so much more about space .	NS_SALLY PT_PRO1 WANT LEARN MUCH SPACE ABOUT
that would be a great idea if we learnt more before we went to skips shed .	PT_DEM3 GOOD IDEA IF PT_PRO1PL LEARN MORE BEFORE PT_PRO1PL GO NS_SKIP SHED
why do not we watch some children learning about space .	WHY NOT PT_PRO1PL WATCH CHILD LEARN SPACE ABOUT
yeah let us watch .	YES PT_PRO1PL WATCH
i saw big planets on tv .	PT_PRO1 SEE PLANET BIG TELEVISION
i saw this really big telescope .	PT_PRO1 SEE TELESCOPE BIG REALLY
my favourite part was when i got to see the planets up close .	PT_PRO1 FAVOURITE PART WHEN PT_PRO1 SEE PLANET CLOSE UP
that was great .	PT_DEM3 GREAT
they learnt so much they did .	PT_PRO3PL LEARN MUCH VERY PT_PRO3PL DO
sally skip was talking about a full moon .	NS_SALLY SKIP TALK ABOUT MOON FULL
what is the moon full of .	MOON FULL OF-WHAT
well it is probably the perfect time to go over and see skip and he can explain that to you .	GOOD TIME GO VISIT SKIP PT_PRO3 EXPLAIN PT_PRO2
ok let us go let us go .	GO GO
come on sally .	COME-ON NS_SALLY
this is great .	GREAT
it is beautiful .	BEAUTIFUL
yes do not just look out but look up .	NOT LOOK-OUT LOOK-UP
sally it is just like being in my tree .	NS_SALLY LIKE BE PT_POSS1 TREE
look at the beautiful full moon .	LOOK MOON BEAUTIFUL FULL
it is very big .	BIG VERY
skip sally said that you would be able to tell me about the full moon .	NS_SKIP NS_SALLY SAY PT_PRO2 CAN TELL PT_PRO1 MOON FULL
ok then to start with i have a question for you possum .	QUESTION PT_PRO1 HAVE PT_PRO2
every night does the moon change or is it always the same .	NIGHT EVERY MOON CHANGE OR SAME ALWAYS
no the moon does change .	NO MOON CHANGE
sometimes i will see it as a little moon and then the next night it gets bigger and the next night gets bigger and bigger until it is a full circle .	SOMETIMES SEE MOON LITTLE NIGHT-NEXT GET BIGGER NIGHT-NEXT GET BIGGER BIGGER FULL CIRCLE
i get it .	UNDERSTAND
the moon is not full of anything .	MOON FULL NOT OF-ANYTHING
it is a full moon because we can see the whole thing .	MOON FULL BECAUSE SEE WHOLE
that is great .	GREAT
then after the full moon it gets smaller and smaller and smaller until it is a tiny crescent .	THEN AFTER FULL-MOON PT_DEM3 SMALL SMALL SMALL UNTIL TINY CRESCENT
then it goes away .	THEN GO-AWAY
actually it becomes the new moon .	ACTUALLY BECOME NEW-MOON
does that mean it is a new moon and the old one goes away .	MEAN PT_PRO3 NEW-MOON AND OLD FINISH GO-AWAY QUESTION
no the old one does not go away it is the same moon .	NO OLD FINISH-NOT SAME MOON
tonight we have a full moon that we can see .	TONIGHT FULL-MOON PT_PRO3PL CAN SEE
the reason we can see the moon is actually because the sun is shining on it and we can see the reflection of that light .	REASON PT_PRO3PL CAN SEE MOON ACTUALLY BECAUSE SUN SHINE PT_DEM3 PT_PRO3PL CAN SEE REFLECT LIGHT
that is interesting it is great .	INTERESTING GREAT
rather than just keeping talking about it i have set up my telescope so that you can see it .	RATHER KEEP TALK PT_DEM3 PT_PRO1 SETUP TELESCOPE PT_PRO2 CAN SEE PT_DEM3
now if it is a bit blurry for you sally just twist the knob .	NOW BLURRY PT_PRO2 NS_SALLY TWIST KNOB
ok i will have a look .	OK PT_PRO1 LOOK
that is so far away .	THAT FAR-AWAY
but through the telescope i can see it so very clearly .	BUT TELESCOPE PT_PRO1 CAN SEE CLEAR VERY
i can even see the craters on the moon .	PT_PRO1 EVEN SEE CRATER MOON
have a look possum .	LOOK PT_DEM3
look at this .	LOOK PT_DEM3
it looks like big rocks have crashed into the moon and created those craters .	LOOK-LIKE BIG ROCK CRASH MOON CREATE CRATER
there is so many of them .	MANY
sally you have another look .	NS_SALLY PT_PRO2 ANOTHER LOOK
thank you .	THANK-YOU
it is beautiful .	BEAUTIFUL
thank you this is great .	THANK-YOU PT_DEM3 GREAT
i do like looking at the moon but i would not want to live there because there is no trees .	NOW PT_PRO1 LIKE LOOK MOON BUT PT_PRO1 WANT-NOT LIVE THERE BECAUSE TREE HAVE-NOT
no there is noone living on the moon possum .	NO PT_LOC LIVE MOON PERSON-NONE NS_POSSUM
only a very few people have gone to visit the moon but they always come back .	PERSON FEW ONLY MOON VISIT GO-TO BUT RETURN ALWAYS
you can not stay and live on the moon you just can not .	MOON LIVE STAY CAN-NOT PT_PRO2 JUST CAN-NOT
ok .	OK
well i like living here next to your house sally .	WELL PT_PRO1 LIVE HERE NEXT-TO PT_POSS2 HOUSE NS_SALLY
thank you .	THANK-YOU
i like living near skips house too because i can say hello to him in his shed and learn about lots of different things .	PT_PRO1 LIVE NEAR NS_SKIP HOUSE LIKE BECAUSE PT_PRO1 CAN HELLO SAY PT_PRO3 SHED IN LEARN THING DIFFERENT MANY
yes i do love it when you come to visit .	YES PT_PRO1 LOVE WHEN PT_PRO2 VISIT COME
that is great .	PT_DEM3 GREAT
well thank you so much for tonight skip .	WELL THANK-YOU MUCH NS_SKIP TONIGHT FOR
we really enjoyed looking through your telescope .	PT_PRO1PL ENJOY TELESCOPE PT_POSS2 LOOK-THROUGH
can we come back another night and look at some other things in space .	CAN PT_PRO1PL BACK COME NIGHT-OTHER LOOK SPACE THING-OTHER
yes of course .	YES COURSE
great .	GREAT
well our time is up .	WELL PT_PRO1PL TIME FINISH
thanks for watching .	THANK-YOU WATCH FOR
see you next time .	NEXT-TIME PT_PRO2 SEE
bye .	GOODBYE
bye .	GOODBYE
bye .	GOODBYE
can i have another look sally .	PT_PRO1 HAVE-NOT LOOK AGAIN NS_SALLY
hello .	HELLO
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello everyone .	HELLO EVERYONE
have a look at this .	LOOK PT_DEM3
it looks very strange .	LOOK-STRANGE VERY
i was going to play some cricket but i can not .	PT_PRO1 WANT PLAY CRICKET BUT ABLE-NOT
this is in the way .	PT_DEM3 BLOCK-WAY
i wonder what it is .	PT_PRO1 WONDER WHAT
it is looks like fruit .	LOOK-LIKE FRUIT
i wonder if i could eat it .	PT_PRO1 WONDER EAT POSSIBLE
is it a flower .	FLOWER
it looks like it could easily break .	BREAK EASY POSSIBLE
i would better be careful with it .	PT_PRO1 CAREFUL HANDLE
i will ask sally she will know .	PT_PRO1 ASK NS_SALLY PT_PRO3 KNOW
i have seen them before .	BEFORE SEE PT_PRO1 PT_PRO3PL
they fly like a bird .	PT_PRO3PL FLY LIKE BIRD
but they are bit different they fly like this .	BUT PT_PRO3PL BE DIFFERENT LITTLE FLY LIKE DS
well sometime they are white but there are other colours too .	SOMETIME PT_PRO3PL WHITE BUT OTHER COLOUR MANY
what is that .	PT_DEM3 WHAT
it is wriggling .	PT_PRO3 WRIGGLE
look at those dots on the leaf .	LOOK PT_LOC LEAF DOT PT_LOC MANY
what are they .	PT_PRO3PL WHAT
hi everyone .	HI EVERYONE
would you like a drink .	DRINK WANT PT_PRO2
yes but hang on .	YES BUT WAIT
i have just seen the most unusual thing .	PT_PRO1 JUST-NOW SEE UNUSUAL THING
there is something on the branch of my tree .	PT_POSS1 TREE BRANCH PT_LOC SOMETHING THERE
you know when i play cricket and i hit the ball .	PT_PRO1 CRICKET PLAY WHEN BALL HIT PT_PRO1
well i went to hang it up but there is something in the way .	HANG-UP GO BUT PT_LOC SOMETHING BLOCK
it is very strange .	STRANGE VERY
is it the size of your cricket bat how big is it .	CRICKET-BAT SIZE SAME HOW-BIG
no no it is about this big .	NO NO BIG ABOUT DS(C)
i wonder what it could be .	PT_PRO1 WONDER WHAT COULD-BE
never mind would you like a drink .	NEVER-MIND DRINK WANT PT_PRO2
great can i have a straw please .	GREAT CAN PT_PRO1 HAVE STRAW PLEASE
sally i just remembered i saw something else .	NS_SALLY PT_PRO1 RECENTLY REMEMBER PT_PRO1 SEE SOMETHING ELSE
it looks like a bird .	PT_DEM3 LOOK-LIKE BIRD
it sort of flies like a bird but it is a bit different .	PT_DEM3 SORT-OF FLY LIKE BIRD BUT PT_DEM3 BIT DIFFERENT
it has got wings and it has got some beautiful colours on them .	PT_DEM3 HAVE WING AND PT_DEM3 HAVE COLOUR BEAUTIFUL MANY PT_LOC
flutters in the breeze .	FLUTTER BREEZE
i know what you have seen you have seen a butterfly .	PT_PRO1 KNOW WHAT PT_PRO2 SEE PT_PRO2 SEE BUTTERFLY
i am thinking that i might know what that strange thing is that you saw .	PT_PRO1 THINK PT_PRO1 MIGHT KNOW WHAT STRANGE THING PT_PRO2 SEE
once we have finished our drink we can go and have a look .	FINISH DRINK PT_PRO1PL CAN GO LOOK
hang on i have got more to tell you .	WAIT PT_PRO1 HAVE MORE TELL
as i was about to come through the door i looked at the plant there and i saw this thing wriggling around .	ABOUT COME THROUGH DOOR PT_PRO1 LOOK PLANT PT_LOC PT_PRO1 SEE THING WRIGGLE AROUND
did you see anything else .	PT_PRO2 SEE ELSE WHAT
yes how did you know .	YES PT_PRO2 KNOW HOW
i saw on the leaf all these little dot on it .	PT_PRO1 SEE LEAF DOT SMALL MANY PT_LOC
well now i know exactly what you saw .	NOW PT_PRO1 KNOW EXACT WHAT PT_PRO2 SEE
what you saw was one kind of animal .	WHAT PT_PRO2 SEE ANIMAL ONE KIND
what no sally they were all different .	NO NS_SALLY PT_PRO3PL DIFFERENT ALL
they were not the same they could not be .	PT_PRO3PL NOT SAME PT_PRO3PL NOT-ABLE SAME
what you have seen possum is a life cycle .	WHAT PT_PRO2 SEE NS_POSSUM LIFE-CYCLE
you have seen the different stages of it .	PT_PRO2 SEE STAGE DIFFERENT PT_LOC
it starts as a butterfly .	START BUTTERFLY
the butterfly then lays some eggs .	BUTTERFLY THEN LAY EGG SOME
after the eggs have been laid the life cycle continues .	EGG LAY FINISH LIFE CYCLE CONTINUE
they are different stages .	DIFFERENT STAGE MANY
why do not we finish our drink and then we can go out side and have a look .	WHY FINISH DRINK NOT PT_PRO1PL THEN PT_PRO1PL CAN GO OUT LOOK
i am going to go and get the easel and we can draw the life cycle .	PT_PRO1 GO GET EASEL PT_PRO1PL CAN DRAW LIFE CYCLE
ok and i will go get my magnifying glass so i can have a look at them nice and close .	PT_PRO1 GO GET PT_POSS1 MAGNIFYING-GLASS PT_PRO1 CAN LOOK CLOSE NICE
ok let us go .	GO PT_PRO1PL
quickly sally look .	QUICK NS_SALLY LOOK
that is so big .	BIG VERY
i have never seen anything as big as that before .	PT_PRO1 NEVER SEE BIG LIKE-THAT BEFORE
this is the same as you possum .	PT_DEM3 SAME PT_POSS2 POSSUM
all other possums are small and you are a big possum .	POSSUM OTHER SMALL ALL PT_PRO2 POSSUM BIG
this is meant to be a small thing but it is so big .	PT_DEM3 SMALL THING SUPPOSED-TO-BE BUT BIG VERY
how strange .	STRANGE VERY
the life cycle of a butterfly starts at a certain point .	LIFE CYCLE BUTTERFLY START POINT CERTAIN
this is halfway through the life cycle .	PT_DEM3 LIFE CYCLE HALFWAY
how about i explain the whole thing to you .	HOW-ABOUT PT_PRO1 EXPLAIN THING WHOLE PT_PRO2
so is this a living thing .	PT_DEM3 LIVING THING
is something going to grow out of this .	SOMETHING GROW OUT-OF PT_DEM3 WILL
yes it is a living thing possum .	YES PT_PRO3 LIVING-THING POSSUM
this is called a pupa .	PT_DEM3 CALL PUPA
a caterpillar has come along and climbed up your tree along the branch and hung itself down .	CATERPILLAR COME CLIMB PT_POSS2 TREE BRANCH HANG PT_REFL3
then it has formed into a pupa ready to grow into a butterfly spread its wings and fly away .	FORM PUPA READY GROW BUTTERFLY SPREAD WING FLY AWAY
it will not be a caterpillar any more .	WILL-NOT CATERPILLAR ANYMORE
sally could i do the same thing .	NS_SALLY PT_PRO1 DO SAME THING
can i wrap myself into a pupa and then come out as a beautiful butterfly .	PT_PRO1 WRAP PT_REFL1 PUPA THEN COME-OUT BEAUTIFUL BUTTERFLY
can i do that .	PT_PRO1 DO PT_DEM3
you are funny possum .	PT_PRO2 FUNNY POSSUM
sadly though you can not .	SADLY BUT PT_PRO2 CAN-NOT
your life cycle is not the same as butterflys .	PT_POSS2 LIFE-CYCLE NOT-SAME BUTTERFLY LIFE-CYCLE
you are born as a baby possum but a butterfly is born from an egg .	PT_PRO2 BORN BABY POSSUM BUT BUTTERFLY BORN EGG
sally is that like a chicken .	NS_SALLY PT_DEM3 LIKE CHICKEN
well sort of .	WELL SORT-OF
a chicken can only lay one or two eggs .	CHICKEN CAN LAY ONE TWO EGG
a butterfly can lay many tiny little eggs .	BUTTERFLY CAN LAY MANY TINY EGG
alright .	ALRIGHT
come on over here and i will show you .	COME HERE PT_PRO1 SHOW PT_PRO2
so i am going to draw the life cycle .	PT_PRO1 DRAW LIFE-CYCLE
i will draw this first .	PT_PRO1 DRAW PT_DEM3 FIRST
butterfly .	BUTTERFLY
great .	GREAT
now possum can you show me where you saw the caterpillar .	NOW POSSUM PT_PRO2 CAN SHOW PT_PRO1 WHERE PT_PRO2 SAW CATERPILLAR
they are the butterfly eggs .	PT_PRO3PL BUTTERFLY EGG
right .	RIGHT
now that is the appropriate size for a pupa .	NOW PT_DEM3 APPROPRIATE SIZE PUPA
the one on your tree is very strange .	PT_DET ONE PT_POSS2 TREE VERY STRANGE
sally those dots are they butterfly eggs .	NS_SALLY PT_DEM3 DOT PT_PRO3PL BUTTERFLY EGG
yes they are butterflies are very clever .	YES PT_PRO3PL BUTTERFLY VERY CLEVER
they will look for the right tree to lay their eggs on .	PT_PRO3PL WILL LOOK-FOR RIGHT TREE LAY EGG PT_LOC
they will find a very safe leaf .	PT_PRO3PL WILL FIND VERY SAFE LEAF
then they will lay their eggs and fly away .	THEN PT_PRO3PL WILL LAY EGG FLY AWAY
out of those eggs will pop a caterpillar .	FROM PT_DEM3 EGG WILL POP CATERPILLAR
the caterpillar will eat the leaves .	CATERPILLAR WILL EAT LEAF
sometimes they will see vegetables and go and eat those .	SOMETIMES PT_PRO3PL WILL SEE VEGETABLE GO EAT PT_DEM3
have you seen white butterflies .	PT_PRO2 SEE-NOT WHITE BUTTERFLY
well white butterflies love to eat cabbage .	WELL WHITE BUTTERFLY LOVE EAT CABBAGE
sally those eggs are very small .	NS_SALLY PT_DEM3 EGG VERY SMALL
how big is a caterpillar .	CATERPILLAR BIG HOW-MUCH
how does it fit in there .	HOW PT_DEM3 FIT INSIDE
well it is like when you were born possum .	WELL IX LIKE WHEN PT_PRO2 BORN POSSUM
you were not born the big possum you are today .	PT_PRO2 BORN-NOT BIG POSSUM PT_PRO2 TODAY
you were just a little possum .	PT_PRO2 JUST LITTLE POSSUM
you have eaten lots and grown bigger .	PT_PRO2 EAT MANY GROW BIG
the eggs are the same .	EGG SAME
the caterpillar is very small when it pops out .	CATERPILLAR VERY SMALL WHEN POP-OUT
it eats the leaves and it grows bigger and bigger and bigger .	EAT LEAF GROW BIG BIG BIG
sally can that caterpillar fly .	NS_SALLY PT_DEM3 CATERPILLAR FLY PT_PRO2
no all it can do is walk .	NO ALL WALK CAN
so that means that the other caterpillar was very clever .	THAT MEAN OTHER CATERPILLAR VERY CLEVER
it walked all the way up to my tree and all the way up to the branch and then created the pupa .	WALK ALL-THE-WAY UP PT_POSS1 TREE ALL-THE-WAY UP BRANCH THEN CREATE PUPA
yes that is right .	YES RIGHT
see the butterfly lays the .	SEE BUTTERFLY LAY
the eggs .	EGG
they are the eggs that is right .	PT_PRO3PL EGG RIGHT
the caterpillar .	CATERPILLAR
that is a great caterpillar .	PT_DEM3 GREAT CATERPILLAR
yes and this is the life cycle of a butterfly .	YES PT_DEM3 LIFE CYCLE BUTTERFLY
this is how it works .	PT_DEM3 HOW WORK
see is not that great .	SEE NOT GREAT
why do not we watch some children learning about butterflies .	WHY NOT WATCH CHILDREN LEARN BUTTERFLY
there is a very special place they go to .	PLACE SPECIAL THERE PT_PRO3 GO
let us watch .	WATCH
that was great .	GREAT
so interesting .	INTERESTING
yeah that was great .	YES GREAT
i loved watching those butterflies and all the different colours and patterns .	PT_PRO1 LOVE WATCH BUTTERFLY COLOUR PATTERN
yes it is amazing .	YES AMAZING
the symmetry of the wings they are identical .	WING SYMMETRY IDENTICAL
nothing is different they are beautiful .	NOTHING DIFFERENT BEAUTIFUL
it is almost like folding a piece of paper in half .	LIKE FOLD PAPER HALF
they are symmetrical .	SYMMETRICAL
i can remember when i had to fold that piece of paper to make my paper aeroplane .	PT_PRO1 REMEMBER FOLD PAPER AEROPLANE
it had to be folded just right and if it was not it would have crashed .	FOLD RIGHT NOT CRASH
that is right it is just like that .	YES LIKE THAT
do you remember when you drank your drink through a straw .	REMEMBER DRINK STRAW
you were like the butterfly .	PT_PRO2 LIKE BUTTERFLY
what me no .	WHAT PT_PRO1 NO
i am not a butterfly .	PT_PRO1 NOT BUTTERFLY
no you are right .	NO PT_PRO2 RIGHT
you do not look like a butterfly at all .	PT_PRO2 LOOK BUTTERFLY NOT
but could you imagine if you had a nice curly bendy straw .	IMAGINE PT_PRO2 HAVE STRAW CURL BEND
well on the butterflys head they have a proboscis .	BUTTERFLY HEAD PROBOSCIS HAVE
that is like a curly bendy straw .	STRAW CURL BEND LIKE
if the butterfly sees a lovely flower with nectar in it they land on it and have a drink .	BUTTERFLY SEE FLOWER NICE NECTAR HAVE PT_LOC LAND DRINK
it is like the nectar that bees love .	NECTAR BEE LOVE LIKE
they drink it by sucking it up through their proboscis .	DRINK PROBOSCIS THROUGH SUCK
then they fly away .	FLY AWAY
i should get a straw and suck the nectar from a flower too .	PT_PRO1 STRAW GET SUCK FLOWER NECTAR
then i could become a butterfly .	PT_PRO1 BUTTERFLY BECOME
you are funny .	PT_PRO2 FUNNY
i can not imagine you flying around like a big butterfly .	PT_PRO1 IMAGINE CANNOT PT_PRO2 FLY BUTTERFLY BIG LIKE
you would be the biggest butterfly in the world .	PT_PRO2 BUTTERFLY BIGGEST WORLD
sally look .	NS_SALLY LOOK
that was a beautiful butterfly .	BUTTERFLY BEAUTIFUL
that would have to be the worlds biggest butterfly .	BUTTERFLY BIGGEST WORLD
sally thank you so much for teaching me about butterflies and pupas and caterpillars and eggs and caterpillars are nice too .	NS_SALLY THANK-YOU BUTTERFLY PUPA CATERPILLAR EGG TEACH MUCH APPRECIATE
that is right caterpillars are nice .	CATERPILLAR NICE
until they eat my vegetables .	PT_POSS1 VEGETABLE EAT FINISH
well our time is up .	TIME FINISH
bye .	GOODBYE
bye .	GOODBYE
look it is back .	LOOK PT_DEM3 BACK
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hi everyone .	HELLO EVERYONE
good morning .	GOOD MORNING
the bike is missing .	BIKE MISSING
did sally take it for a ride .	NS_SALLY TAKE-IT RIDE
no she could not have done that .	NO PT_PRO3 ABLE-NOT
the bike has broken it does not work .	BIKE BREAK WORK-NOT
i must go tell sally .	PT_PRO1 MUST GO TELL NS_SALLY
hello possum .	HELLO NS_POSSUM
hi sally hi everyone .	HELLO NS_SALLY HELLO EVERYONE
possum what is up .	NS_POSSUM WHAT UP
you look as though something strange has happened to you i can tell by the look on your face .	PT_PRO2 LOOK SEEM SOMETHING STRANGE HAPPEN PT_PRO2 PT_REFL2 KNOW FACE EXPRESSION
you are right sally .	PT_PRO2 RIGHT NS_SALLY
i have seen something very strange .	PT_PRO1 SEE SOMETHING VERY STRANGE
well what is it .	WELL WHAT
i need to become police officer possum .	PT_PRO1 NEED BECOME POLICE-OFFICER NS_POSSUM
i wonder what it is .	PT_PRO1 WONDER WHAT
again what is the problem this time .	AGAIN WHAT PROBLEM THIS-TIME
well an unfortunate incident has occurred .	WELL UNFORTUNATE INCIDENT HAPPEN
your bike has disappeared .	PT_POSS2 BIKE DISAPPEAR
i now have to investigate and find it .	PT_PRO1 NOW INVESTIGATE FIND-AGAIN
actually i think that this is not a job for police officer possum .	ACTUALLY PT_PRO1 THINK THIS NOT JOB FOR POLICE-OFFICER NS_POSSUM
that bike has been there for years .	PT_DEM3 BIKE THERE YEAR#many
it does not work properly .	WORK-NOT PROPER
i have not ridden it for such a long time .	PT_PRO1 RIDE-NOT LONG-TIME
then yesterday skip came over and took the bike .	YESTERDAY NS_SKIP COME TAKE BIKE
he is an expert repairman .	PT_PRO3 EXPERT REPAIR-PERSON
it is now in his shed and he is fixing it .	NOW PT_LOC SHED PT_PRO3 FIX
i see i have never fixed a bike before .	PT_PRO1 SEE PT_PRO1 FIX-NOT BIKE BEFORE
can i help him .	PT_PRO1 CAN HELP PT_PRO3
you could and i am sure he would love to have your help .	PT_PRO2 COULD PT_PRO1 SURE PT_PRO3 LOVE HAVE PT_POSS2 HELP
great but .	GREAT BUT
you must eat breakfast first to make sure you are full of energy .	PT_PRO2 MUST EAT BREAKFAST FIRST MAKE-SURE PT_PRO2 FULL ENERGY
you need to be nice and alert so that you are able to help skip .	PT_PRO2 NEED BE NICE ALERT ABLE HELP SKIP
hello everyone .	HELLO EVERYONE
i have got sallys bike here .	PT_PRO1 HAVE NS_SALLY BIKE HERE
i am sure possum .	PT_PRO1 SURE POSSUM
he would love to help me fix the bike .	PT_PRO3 WOULD LOVE HELP PT_PRO1 FIX BIKE
possum did sally tell you where the bike was .	POSSUM PT_PRO3 NS_SALLY TELL PT_PRO2 WHERE BIKE
yep she did .	YES PT_PRO3 DO
i noticed it was missing in the yard so i asked sally where her bike was and she explained to me that you were fixing it .	PT_PRO1 NOTICE BIKE MISSING YARD PT_PRO1 ASK NS_SALLY WHERE PT_POSS3 BIKE PT_PRO3 EXPLAIN PT_PRO1 PT_PRO2 FIX BIKE
do you need to take it all apart to make it shiny and new .	PT_PRO2 NEED TAKE-APART ALL MAKE SHINY NEW
do you need instructions .	PT_PRO2 NEED INSTRUCTION
instructions are for those who need to assemble a new bike .	INSTRUCTION FOR THOSE NEED ASSEMBLE NEW BIKE
not me i know what i am doing .	NOT PT_PRO1 PT_PRO1 KNOW DO
i just need to take off a few pieces tighten a few of the nuts oil the chain and most importantly check the brakes to make sure they are working .	PT_PRO1 JUST TAKE-OFF FEW PIECE TIGHTEN FEW NUT OIL CHAIN MOST IMPORTANT CHECK BRAKE MAKE-SURE WORK
would you like to help me .	PT_PRO2 WOULD LIKE HELP PT_PRO1
yes .	YES
skip sally is here .	SKIP NS_SALLY HERE
get the door .	GET DOOR
come on sally .	COME-ON NS_SALLY
sally we have fixed your bike .	NS_SALLY PT_PRO1PL BIKE PT_POSS2 FIX FINISH
that is great .	GREAT
i have pumped up the tyres we have oiled the chain .	TYRE PUMP-UP PT_PRO1PL CHAIN OIL
we fixed the brakes .	PT_PRO1PL BRAKE FIX
now we just need to quickly tighten the chain and we are done .	NOW CHAIN TIGHT-QUICK PT_PRO1PL FINISH
you have done such a good job .	PT_PRO2 WORK GOOD VERY
you have become an expert at fixing things .	PT_PRO2 EXPERT FIX BECOME
stop .	STOP
great it is beautiful .	GREAT BEAUTIFUL
skip possum you two have worked so very hard at fixing the bike it looks much better .	NS_SKIP NS_POSSUM PT_PRO2PL BIKE FIX WORK HARD VERY WHEEL LOOK GOOD-BETTER
the wheels are moving .	WHEEL MOVE
alright let us pull it down .	ALRIGHT PULL DOWN
just take it for a bit of a spin .	TAKE RIDE LITTLE
it is great .	GREAT
look at the way the wheels are turning .	WHEEL TURN LOOK
nice and smooth .	SMOOTH NICE
yes it is sally you will enjoy riding your bike .	YES NS_SALLY PT_PRO2 BIKE RIDE ENJOY WILL
those people who have bikes are very lucky .	BIKE HAVE PERSON LUCKY VERY
yes they are .	YES
but not all people can afford to buy bikes even an old one .	BUT PERSON ALL BIKE BUY AFFORD-NOT EVEN OLD
when they do get their first bike they can not necessarily ride it .	WHEN PT_PRO3PL GET FIRST BIKE PT_PRO3PL CAN RIDE-NOT NECESSARILY
it takes lots and lots of practice to learn how to ride .	PRACTICE MANY LOTS LOTS NEED LEARN RIDE HOW
i thought it was just possums that could not ride bikes .	PT_PRO1 THINK POSSUM ONLY CAN RIDE-NOT BIKE
when i am at sea for months on end and i finally get back on to land it can take a while to get my land legs back .	PT_PRO1 AT SEA MONTH MANY END LONG PT_PRO1 FINALLY RETURN LAND PT_PRO1 LEG LAND GET-BACK TIME NEED
but possum you have learned so many things i am sure you could learn to ride a bike too .	BUT POSSUM PT_PRO2 LEARN THING MANY PT_PRO1 SURE PT_PRO2 CAN LEARN BIKE RIDE TOO
i wonder if there is a bike we could borrow so possum could practice riding .	PT_PRO1 WONDER BIKE HAVE PT_PRO1PL COULD BORROW POSSUM COULD PRACTICE RIDE
i will go get it for you .	PT_PRO1 WILL GO GET PT_PRO2
sally skip can i learn to ride this bike .	NS_SALLY NS_SKIP CAN PT_PRO1 LEARN RIDE BIKE THIS
yes yes you can .	YES YES PT_PRO2 CAN
i have just finished fixing it and it rides so very smoothly .	PT_PRO1 JUST FINISH FIX PT_PRO3 PT_PRO3 RIDE SMOOTH VERY
there is a helmet for you to wear .	HELMET PT_PRO2 WEAR HAVE
you should always wear a helmet when you ride a bike .	PT_PRO2 SHOULD ALWAYS HELMET WEAR BIKE RIDE WHEN
sally skip is it hard to learn .	NS_SALLY NS_SKIP HARD LEARN
well why do not we watch some children learning how to ride bikes and being safe while they are riding .	WELL WHY PT_PRO1PL NOT WATCH CHILD LEARN RIDE BIKE SAFE BE RIDE WHILE
let us watch .	PT_PRO1PL WATCH
yes sally i am ready to learn .	YES NS_SALLY PT_PRO1 READY LEARN
let us go .	PT_PRO1PL GO
great .	GREAT
people say once you can ride a bike you never forget how to do it .	PEOPLE SAY BIKE RIDE CAN ONCE PT_PRO2 NEVER FORGET DO HOW
i was not too sure it has been a long time since i have ridden a bike and i thought it would be quite hard but that was easier than i thought it would be .	PT_PRO1 NOT SURE LONG TIME SINCE PT_PRO1 BIKE RIDE PT_PRO1 THINK HARD QUITE BE BUT EASY THAN THINK WOULD
well i was watching you sally and i think i can do it for myself now .	WELL PT_PRO1 WATCH PT_PRO2 NS_SALLY PT_PRO1 THINK PT_PRO1 CAN DO PT_POSS1 SELF NOW
i am going to try it .	PT_PRO1 GO TRY PT_DEM3
i can not do it .	PT_PRO1 CAN-NOT DO PT_DEM3
i give up can not do it i am done .	PT_PRO1 GIVE-UP CAN-NOT DO PT_PRO1 FINISH
