clip,predicted_glosses,predicted_with_confidence,ground_truth
video_32_111,GREAT PT_DEM3 LOOK YES OKAY RIGHT WATCH GOOD PT_PRO1PL WHAT NOW NS_SALLY OK,GREAT(0.85) PT_DEM3(0.71) LOOK(0.69) YES(0.64) OKAY(0.61) RIGHT(0.59) WATCH(0.57) GOOD(0.56) PT_PRO1PL(0.56) WHAT(0.49) NOW(0.48) NS_SALLY(0.46) OK(0.46),BIG LOOK PT_DEM3
video_32_158,PT_PRO1 NS_SALLY MAKE PT_POSS1 HAVE BUT CAN NEED NOW PT_PRO1PL PT_DEM3 PT_PRO2 PT_PRO3PL NS_POSSUM MANY KNOW SEE GO THINK PT_PRO3 VERY LOVE,PT_PRO1(0.79) NS_SALLY(0.69) MAKE(0.69) PT_POSS1(0.65) HAVE(0.63) BUT(0.61) CAN(0.60) NEED(0.60) NOW(0.60) PT_PRO1PL(0.58) PT_DEM3(0.54) PT_PRO2(0.53) PT_PRO3PL(0.53) NS_POSSUM(0.53) MANY(0.53) KNOW(0.53) SEE(0.52) GO(0.52) THINK(0.51) PT_PRO3(0.49) VERY(0.48) LOVE(0.46),BECAUSE LOOK PT_DEM3 PT_POSS1 PT_PRO1 THINK TREE WILL
video_32_162,PT_POSS1 GREAT PT_DEM3 NS_SALLY NO NS_POSSUM PT_PRO1 PT_PRO2 RIGHT,PT_POSS1(0.71) GREAT(0.70) PT_DEM3(0.70) NS_SALLY(0.66) NO(0.64) NS_POSSUM(0.63) PT_PRO1(0.53) PT_PRO2(0.48) RIGHT(0.45),PT_POSS1 WELL
video_33_48,PT_PRO2 WATCH THANK-YOU GREAT SEE PT_DEM3 YES,PT_PRO2(0.73) WATCH(0.72) THANK-YOU(0.70) GREAT(0.64) SEE(0.60) PT_DEM3(0.51) YES(0.47),PT_DEM3 RIGHT
video_33_55,MAKE CAN PT_PRO1 PT_PRO2 NOW PT_PRO1PL NEED NS_POSSUM HAVE BUT PT_DEM3 PT_PRO3 WANT SEE PUT,MAKE(0.75) CAN(0.75) PT_PRO1(0.74) PT_PRO2(0.68) NOW(0.65) PT_PRO1PL(0.65) NEED(0.64) NS_POSSUM(0.59) HAVE(0.58) BUT(0.57) PT_DEM3(0.57) PT_PRO3(0.54) WANT(0.52) SEE(0.49) PUT(0.46),PT_PRO1 THINK
video_33_64,GREAT PT_PRO1PL PT_PRO3 PT_DEM3 PT_PRO1 GO NS_POSSUM PT_PRO2 FINISH KNOW NS_SALLY VERY,GREAT(0.68) PT_PRO1PL(0.63) PT_PRO3(0.57) PT_DEM3(0.55) PT_PRO1(0.54) GO(0.50) NS_POSSUM(0.49) PT_PRO2(0.48) FINISH(0.47) KNOW(0.46) NS_SALLY(0.46) VERY(0.46),BYE NOW PT_PRO2
video_33_75,GREAT PT_DEM3 NS_SALLY LOOK GOOD WHAT PT_PRO1PL RIGHT OKAY,GREAT(0.84) PT_DEM3(0.74) NS_SALLY(0.70) LOOK(0.63) GOOD(0.61) WHAT(0.56) PT_PRO1PL(0.53) RIGHT(0.50) OKAY(0.46),RIGHT YES
video_33_95,PT_PRO2 NS_POSSUM PT_DEM3 PT_PRO1 NOW PT_PRO1PL CAN MAKE HAVE WANT PT_PRO3 RIGHT NEED WHAT YES GREAT VERY GOOD BUT GO,PT_PRO2(0.71) NS_POSSUM(0.71) PT_DEM3(0.65) PT_PRO1(0.65) NOW(0.62) PT_PRO1PL(0.60) CAN(0.59) MAKE(0.59) HAVE(0.59) WANT(0.53) PT_PRO3(0.52) RIGHT(0.52) NEED(0.51) WHAT(0.49) YES(0.48) GREAT(0.47) VERY(0.47) GOOD(0.46) BUT(0.46) GO(0.45),MAKE ONE PT_PRO2 WANT
video_33_99,PT_PRO2 CAN PT_PRO1PL HAVE PT_PRO1 SEE NS_POSSUM NOW PT_DEM3 PT_PRO3 MAKE NEED GO GET WILL LOOK DO BUT,PT_PRO2(0.69) CAN(0.69) PT_PRO1PL(0.65) HAVE(0.63) PT_PRO1(0.63) SEE(0.62) NS_POSSUM(0.61) NOW(0.59) PT_DEM3(0.58) PT_PRO3(0.57) MAKE(0.55) NEED(0.52) GO(0.51) GET(0.50) WILL(0.48) LOOK(0.48) DO(0.47) BUT(0.47),GET GO NEED OKAY PT_PRO1 THING WILL
video_33_125,PT_PRO2 CAN PT_PRO1PL PT_DEM3 GO NS_POSSUM SEE PT_PRO3 NOW,PT_PRO2(0.72) CAN(0.64) PT_PRO1PL(0.62) PT_DEM3(0.58) GO(0.58) NS_POSSUM(0.52) SEE(0.52) PT_PRO3(0.45) NOW(0.45),DO PT_DEM3 WANT
video_33_153,GREAT RIGHT PT_DEM3 YES WHAT GOOD LOOK,GREAT(0.78) RIGHT(0.73) PT_DEM3(0.73) YES(0.67) WHAT(0.65) GOOD(0.56) LOOK(0.52),GREAT
video_34_10,YES LOOK GREAT,YES(0.81) LOOK(0.62) GREAT(0.49),LOOK PT_PRO3 SOMETHING VERY
video_34_29,PT_PRO1 PT_POSS1 NS_SALLY HAVE LEARN KNOW MAKE PT_DEM3 CAN BUT PT_PRO3 PT_PRO3PL MANY,PT_PRO1(0.84) PT_POSS1(0.75) NS_SALLY(0.71) HAVE(0.64) LEARN(0.56) KNOW(0.54) MAKE(0.54) PT_DEM3(0.52) CAN(0.52) BUT(0.49) PT_PRO3(0.49) PT_PRO3PL(0.46) MANY(0.45),DO PT_PRO1 PT_PRO3PL
video_34_43,NS_SALLY PT_PRO1 PT_POSS1 PT_DEM3 BUT WHAT KNOW,NS_SALLY(0.98) PT_PRO1(0.84) PT_POSS1(0.59) PT_DEM3(0.55) BUT(0.50) WHAT(0.49) KNOW(0.46),BIG HAVE PT_PRO3PL
video_34_49,PT_PRO2 CAN MAKE PT_PRO1 PT_PRO1PL NOW NS_POSSUM BUT NEED GO HAVE PT_PRO3 WANT PT_DEM3 PT_POSS2 THINK GET SEE PUT PT_POSS1 THING DO INSIDE,PT_PRO2(0.72) CAN(0.72) MAKE(0.72) PT_PRO1(0.71) PT_PRO1PL(0.68) NOW(0.65) NS_POSSUM(0.64) BUT(0.62) NEED(0.61) GO(0.60) HAVE(0.60) PT_PRO3(0.59) WANT(0.57) PT_DEM3(0.56) PT_POSS2(0.52) THINK(0.52) GET(0.52) SEE(0.51) PUT(0.48) PT_POSS1(0.47) THING(0.47) DO(0.45) INSIDE(0.45),KNOW PT_PRO1 THINK WHAT
video_34_72,PT_PRO1 PT_DEM3 PT_PRO3 YES WILL RIGHT CAN PT_PRO2 WATCH LOOK NS_POSSUM NS_SALLY GREAT HAVE,PT_PRO1(0.61) PT_DEM3(0.58) PT_PRO3(0.54) YES(0.52) WILL(0.52) RIGHT(0.52) CAN(0.50) PT_PRO2(0.50) WATCH(0.50) LOOK(0.49) NS_POSSUM(0.48) NS_SALLY(0.48) GREAT(0.46) HAVE(0.45),HAVE PT_PRO1 YES
video_34_80,PT_DEM3 PT_PRO2 NOW LOOK HAVE NS_POSSUM PT_PRO1PL WHAT PT_PRO1 PT_LOC PT_PRO3 CAN NS_SALLY BUT TWO GREAT SEE ONE GOOD,PT_DEM3(0.67) PT_PRO2(0.63) NOW(0.62) LOOK(0.62) HAVE(0.62) NS_POSSUM(0.61) PT_PRO1PL(0.58) WHAT(0.58) PT_PRO1(0.57) PT_LOC(0.54) PT_PRO3(0.54) CAN(0.53) NS_SALLY(0.53) BUT(0.50) TWO(0.49) GREAT(0.48) SEE(0.47) ONE(0.46) GOOD(0.46),LOOK LOVELY NOT
video_34_107,PT_PRO2 PT_DEM3 NS_POSSUM NOW PT_PRO1PL PT_PRO1 HAVE PT_POSS1 GREAT MAKE GOOD CAN NEED SEE,PT_PRO2(0.68) PT_DEM3(0.66) NS_POSSUM(0.60) NOW(0.58) PT_PRO1PL(0.57) PT_PRO1(0.55) HAVE(0.52) PT_POSS1(0.51) GREAT(0.51) MAKE(0.48) GOOD(0.47) CAN(0.46) NEED(0.46) SEE(0.45),LOVE MUCH PT_PRO2 WILL
video_34_114,YES WATCH,YES(0.93) WATCH(0.82),YES
video_34_117,PT_DEM3 PT_PRO1 NS_POSSUM PT_PRO2 YES NO WHAT GREAT,PT_DEM3(0.61) PT_PRO1(0.61) NS_POSSUM(0.61) PT_PRO2(0.59) YES(0.56) NO(0.52) WHAT(0.51) GREAT(0.46),HERE THING
video_34_129,YES GREAT PT_DEM3 RIGHT LOOK NS_POSSUM WHAT PT_PRO2 NS_SALLY,YES(0.83) GREAT(0.71) PT_DEM3(0.69) RIGHT(0.68) LOOK(0.63) NS_POSSUM(0.61) WHAT(0.51) PT_PRO2(0.48) NS_SALLY(0.46),HAVE SOMETHING YES
video_34_137,NOW PT_PRO2 PT_DEM3 CAN PT_PRO1PL PLEASE GREAT PUT NEED GET PT_PRO1 WHAT,NOW(0.73) PT_PRO2(0.70) PT_DEM3(0.68) CAN(0.63) PT_PRO1PL(0.60) PLEASE(0.52) GREAT(0.51) PUT(0.51) NEED(0.50) GET(0.49) PT_PRO1(0.47) WHAT(0.47),PT_DEM3 PT_POSS1 PT_PRO2
video_34_147,LOOK SEE PT_PRO2 CAN,LOOK(0.71) SEE(0.67) PT_PRO2(0.64) CAN(0.52),PT_POSS1
video_35_7,HELLO BYE EVERYONE,HELLO(1.00) BYE(0.86) EVERYONE(0.78),EVERYONE HELLO LOOK
video_35_21,NS_SALLY PT_DEM3 PT_PRO1 PT_POSS1 GREAT PT_PRO1PL NS_POSSUM LOOK NOW NO FINISH PT_PRO2,NS_SALLY(0.78) PT_DEM3(0.65) PT_PRO1(0.61) PT_POSS1(0.60) GREAT(0.59) PT_PRO1PL(0.56) NS_POSSUM(0.54) LOOK(0.53) NOW(0.49) NO(0.47) FINISH(0.47) PT_PRO2(0.46),HERE LEARN MUCH PT_PRO1
video_35_33,NOW MAKE PT_DEM3 PT_PRO1PL NS_SALLY PT_PRO1 PT_PRO2 CAN HAVE NEED WHAT LOOK GREAT PT_POSS1,NOW(0.67) MAKE(0.66) PT_DEM3(0.64) PT_PRO1PL(0.64) NS_SALLY(0.63) PT_PRO1(0.63) PT_PRO2(0.58) CAN(0.58) HAVE(0.56) NEED(0.53) WHAT(0.53) LOOK(0.50) GREAT(0.47) PT_POSS1(0.47),CAN PT_PRO2 WHAT
video_35_36,GREAT GOOD YES LOOK PT_DEM3 WHAT WATCH RIGHT OKAY,GREAT(0.80) GOOD(0.65) YES(0.62) LOOK(0.61) PT_DEM3(0.60) WHAT(0.51) WATCH(0.51) RIGHT(0.50) OKAY(0.49),PT_PRO1 PT_PRO2
video_35_39,YES,YES(0.99),NO NS_POSSUM
video_35_44,YES GREAT PT_DEM3 NS_POSSUM PT_PRO2 PT_PRO1 RIGHT KNOW NO PT_PRO3 GO WHAT PT_PRO1PL,YES(0.72) GREAT(0.65) PT_DEM3(0.62) NS_POSSUM(0.61) PT_PRO2(0.58) PT_PRO1(0.56) RIGHT(0.55) KNOW(0.54) NO(0.54) PT_PRO3(0.54) GO(0.52) WHAT(0.48) PT_PRO1PL(0.47),NO NS_POSSUM PT_PRO2
video_35_57,NS_POSSUM PT_PRO2 PT_DEM3 PT_PRO1 NS_SALLY LOOK PT_PRO3 YES CAN PT_POSS2 GREAT PT_PRO1PL,NS_POSSUM(0.71) PT_PRO2(0.70) PT_DEM3(0.63) PT_PRO1(0.61) NS_SALLY(0.59) LOOK(0.55) PT_PRO3(0.54) YES(0.51) CAN(0.49) PT_POSS2(0.49) GREAT(0.46) PT_PRO1PL(0.46),GET GO NS_POSSUM OK PT_PRO1
video_35_59,PT_PRO2 NS_POSSUM PT_PRO3 GO PT_DEM3 GREAT PT_PRO1PL HERE COME LOOK PT_PRO1 PT_POSS2 NS_SALLY,PT_PRO2(0.70) NS_POSSUM(0.70) PT_PRO3(0.63) GO(0.63) PT_DEM3(0.58) GREAT(0.56) PT_PRO1PL(0.55) HERE(0.55) COME(0.52) LOOK(0.51) PT_PRO1(0.51) PT_POSS2(0.50) NS_SALLY(0.46),GET GO NS_POSSUM PT_PRO2 THINK
video_35_133,CAN PT_PRO2 PT_PRO1 MAKE NOW PT_PRO1PL PT_DEM3 NS_POSSUM NEED WANT PUT GET PT_PRO3 HAVE SEE PT_POSS2 BUT WHAT GO DO LOOK,CAN(0.76) PT_PRO2(0.75) PT_PRO1(0.66) MAKE(0.65) NOW(0.64) PT_PRO1PL(0.61) PT_DEM3(0.60) NS_POSSUM(0.59) NEED(0.59) WANT(0.56) PUT(0.55) GET(0.54) PT_PRO3(0.53) HAVE(0.52) SEE(0.50) PT_POSS2(0.48) BUT(0.48) WHAT(0.47) GO(0.46) DO(0.46) LOOK(0.46),DO GO INSIDE OK PT_PRO1 PT_PRO2 THAT
video_35_135,PT_PRO2 PT_PRO1 CAN NS_POSSUM PT_PRO3 HAVE BUT PT_PRO1PL MAKE NOW PT_DEM3 SEE GO WHAT THINK PT_POSS1 WANT NOT LOOK NEED,PT_PRO2(0.71) PT_PRO1(0.69) CAN(0.69) NS_POSSUM(0.68) PT_PRO3(0.62) HAVE(0.61) BUT(0.61) PT_PRO1PL(0.61) MAKE(0.58) NOW(0.58) PT_DEM3(0.57) SEE(0.55) GO(0.53) WHAT(0.50) THINK(0.50) PT_POSS1(0.48) WANT(0.47) NOT(0.46) LOOK(0.46) NEED(0.45),DRAW OK PT_PRO1PL THING
video_35_143,PT_PRO1PL NEED MAKE NOW PT_DEM3 PT_PRO2 HAVE USE CAN GOOD PUT,PT_PRO1PL(0.72) NEED(0.71) MAKE(0.71) NOW(0.71) PT_DEM3(0.69) PT_PRO2(0.63) HAVE(0.59) USE(0.55) CAN(0.54) GOOD(0.49) PUT(0.45),DO GOOD PT_PRO2
video_36_61,GREAT PT_DEM3 GOOD WHAT NS_SALLY LOOK RIGHT,GREAT(0.85) PT_DEM3(0.72) GOOD(0.68) WHAT(0.58) NS_SALLY(0.58) LOOK(0.58) RIGHT(0.47),NS_SALLY PT_PRO3PL
video_36_145,NS_SALLY THANK-YOU GREAT HELLO LOOK NS_POSSUM PT_DEM3 PT_PRO2 BYE COME WILL YES NS_SKIP,NS_SALLY(0.72) THANK-YOU(0.64) GREAT(0.64) HELLO(0.58) LOOK(0.58) NS_POSSUM(0.56) PT_DEM3(0.55) PT_PRO2(0.51) BYE(0.50) COME(0.50) WILL(0.50) YES(0.50) NS_SKIP(0.47),GOOD PT_PRO2 SEE
video_36_168,NS_POSSUM NS_SALLY HELLO HERE PT_DEM3 PT_PRO1 COME PT_PRO2 PT_LOC LOOK GREAT NOW NS_SKIP WAIT,NS_POSSUM(0.67) NS_SALLY(0.65) HELLO(0.62) HERE(0.57) PT_DEM3(0.54) PT_PRO1(0.54) COME(0.54) PT_PRO2(0.54) PT_LOC(0.52) LOOK(0.52) GREAT(0.50) NOW(0.48) NS_SKIP(0.47) WAIT(0.45),PT_PRO1 THANK-YOU
video_36_190,CAN PT_PRO2 MAKE PT_PRO1 PT_PRO1PL NOW NEED HAVE NS_POSSUM GO GET PT_DEM3 PT_PRO3 WANT BUT SEE DO PT_POSS2 WILL THING,CAN(0.76) PT_PRO2(0.73) MAKE(0.71) PT_PRO1(0.71) PT_PRO1PL(0.68) NOW(0.65) NEED(0.62) HAVE(0.61) NS_POSSUM(0.59) GO(0.58) GET(0.58) PT_DEM3(0.57) PT_PRO3(0.57) WANT(0.57) BUT(0.53) SEE(0.51) DO(0.47) PT_POSS2(0.47) WILL(0.47) THING(0.45),LOVE PT_PRO1
video_36_213,NS_POSSUM PT_PRO2 PT_DEM3 GREAT PT_PRO1PL PT_PRO1 NOW YES PT_PRO3 RIGHT GO,NS_POSSUM(0.73) PT_PRO2(0.70) PT_DEM3(0.61) GREAT(0.59) PT_PRO1PL(0.58) PT_PRO1(0.57) NOW(0.53) YES(0.52) PT_PRO3(0.51) RIGHT(0.48) GO(0.47),PT_DEM3 THANK-YOU
video_37_3,PT_PRO1 NS_POSSUM,PT_PRO1(1.00) NS_POSSUM(1.00),NS_POSSUM PT_PRO1
video_37_9,NS_SALLY PT_PRO1 PT_DEM3 NO WHAT PT_POSS1 NS_POSSUM PT_PRO2,NS_SALLY(0.83) PT_PRO1(0.68) PT_DEM3(0.66) NO(0.61) WHAT(0.58) PT_POSS1(0.58) NS_POSSUM(0.52) PT_PRO2(0.47),NS_SALLY PT_PRO1 YES
video_37_34,YES GREAT RIGHT PT_DEM3 NS_POSSUM PT_PRO2 WHAT LOVELY GOOD LOOK,YES(0.75) GREAT(0.74) RIGHT(0.71) PT_DEM3(0.69) NS_POSSUM(0.64) PT_PRO2(0.60) WHAT(0.55) LOVELY(0.54) GOOD(0.53) LOOK(0.47),NS_POSSUM RIGHT
video_37_48,NS_SALLY GREAT PT_PRO1PL PT_DEM3 PT_PRO1 THANK-YOU PT_PRO3 GO PT_PRO2 NS_POSSUM YES,NS_SALLY(0.71) GREAT(0.70) PT_PRO1PL(0.58) PT_DEM3(0.56) PT_PRO1(0.56) THANK-YOU(0.54) PT_PRO3(0.48) GO(0.47) PT_PRO2(0.47) NS_POSSUM(0.46) YES(0.45),YES
video_37_72,YES NS_POSSUM PT_DEM3 GREAT RIGHT PT_PRO2 LOOK WHAT NO,YES(0.72) NS_POSSUM(0.71) PT_DEM3(0.70) GREAT(0.70) RIGHT(0.67) PT_PRO2(0.56) LOOK(0.56) WHAT(0.49) NO(0.46),KNOW NS_POSSUM PT_PRO1
video_37_82,YES GREAT RIGHT PT_DEM3 OKAY WHAT OK LOOK,YES(0.88) GREAT(0.80) RIGHT(0.78) PT_DEM3(0.67) OKAY(0.57) WHAT(0.52) OK(0.49) LOOK(0.47),VERY
video_37_99,NS_POSSUM HAVE PT_PRO1PL PT_PRO2 SEE PT_PRO1 CAN KNOW PT_DEM3 PT_PRO3 BUT MANY THINK MAKE NOT NOW WHAT VERY PT_POSS1 GO,NS_POSSUM(0.72) HAVE(0.70) PT_PRO1PL(0.68) PT_PRO2(0.66) SEE(0.66) PT_PRO1(0.61) CAN(0.60) KNOW(0.58) PT_DEM3(0.55) PT_PRO3(0.55) BUT(0.55) MANY(0.50) THINK(0.50) MAKE(0.50) NOT(0.49) NOW(0.48) WHAT(0.48) VERY(0.48) PT_POSS1(0.48) GO(0.47),PT_PRO1 WHAT
video_37_105,PT_DEM3 SEE HAVE PT_PRO1PL PT_POSS1 NEED PT_PRO2,PT_DEM3(0.69) SEE(0.66) HAVE(0.62) PT_PRO1PL(0.60) PT_POSS1(0.56) NEED(0.51) PT_PRO2(0.47),BUT VERY
video_37_166,GREAT PT_DEM3 PT_PRO1PL PT_PRO2 NS_POSSUM NOW PT_PRO1 NS_SALLY LOOK GO GOOD NS_SKIP WHAT,GREAT(0.62) PT_DEM3(0.59) PT_PRO1PL(0.57) PT_PRO2(0.56) NS_POSSUM(0.56) NOW(0.53) PT_PRO1(0.53) NS_SALLY(0.52) LOOK(0.51) GO(0.49) GOOD(0.48) NS_SKIP(0.47) WHAT(0.45),LOOK PT_DEM3
video_37_168,GREAT PT_DEM3 NOW RIGHT LOOK OKAY GOOD WHAT OK YES PT_PRO1PL PUT,GREAT(0.87) PT_DEM3(0.77) NOW(0.73) RIGHT(0.68) LOOK(0.68) OKAY(0.67) GOOD(0.61) WHAT(0.59) OK(0.54) YES(0.52) PT_PRO1PL(0.49) PUT(0.45),PT_DEM3 READY
video_37_178,NOW PT_DEM3 PT_PRO2 GOOD PT_PRO1PL NS_POSSUM READY NEED GREAT FINISH,NOW(0.80) PT_DEM3(0.72) PT_PRO2(0.70) GOOD(0.63) PT_PRO1PL(0.56) NS_POSSUM(0.55) READY(0.53) NEED(0.49) GREAT(0.49) FINISH(0.48),FINISH NOW WELL
video_38_28,WHAT GREAT NO PT_DEM3 GOOD RIGHT YES,WHAT(0.84) GREAT(0.80) NO(0.74) PT_DEM3(0.65) GOOD(0.61) RIGHT(0.51) YES(0.47),WHAT
video_38_56,NS_POSSUM YES PT_PRO1 PT_PRO2 PT_DEM3 HAVE VERY RIGHT PT_PRO3 PT_PRO1PL KNOW,NS_POSSUM(0.79) YES(0.71) PT_PRO1(0.67) PT_PRO2(0.65) PT_DEM3(0.62) HAVE(0.58) VERY(0.55) RIGHT(0.55) PT_PRO3(0.52) PT_PRO1PL(0.49) KNOW(0.46),GREAT NS_POSSUM
video_38_105,PT_PRO2 MAKE CAN NOW NEED PT_PRO1PL PT_PRO1 GET NS_POSSUM GO HAVE PT_DEM3 PLEASE WANT PT_PRO3 PUT BUT SEE PT_POSS2 HELP WILL USE,PT_PRO2(0.74) MAKE(0.74) CAN(0.71) NOW(0.71) NEED(0.70) PT_PRO1PL(0.69) PT_PRO1(0.66) GET(0.62) NS_POSSUM(0.62) GO(0.60) HAVE(0.58) PT_DEM3(0.58) PLEASE(0.58) WANT(0.55) PT_PRO3(0.52) PUT(0.51) BUT(0.51) SEE(0.50) PT_POSS2(0.50) HELP(0.47) WILL(0.45) USE(0.45),CAN ONE PT_DEM3 PT_POSS1 USE
video_38_116,NOW PT_DEM3 PT_PRO1PL HAVE PT_PRO2 PT_PRO1 NS_POSSUM NEED GOOD WHAT CAN SEE GREAT PT_PRO3,NOW(0.65) PT_DEM3(0.64) PT_PRO1PL(0.62) HAVE(0.61) PT_PRO2(0.59) PT_PRO1(0.58) NS_POSSUM(0.58) NEED(0.55) GOOD(0.51) WHAT(0.50) CAN(0.49) SEE(0.49) GREAT(0.49) PT_PRO3(0.48),LOVELY NS_POSSUM PT_DEM3
video_39_12,GREAT GOOD WATCH PT_DEM3 YES RIGHT GO OKAY PT_PRO1PL,GREAT(0.92) GOOD(0.73) WATCH(0.67) PT_DEM3(0.60) YES(0.54) RIGHT(0.53) GO(0.52) OKAY(0.49) PT_PRO1PL(0.47),NS_POSSUM
video_39_34,PT_DEM3 YES GREAT RIGHT NS_SALLY NO WHAT PT_PRO1 NS_POSSUM PT_PRO2,PT_DEM3(0.74) YES(0.71) GREAT(0.62) RIGHT(0.60) NS_SALLY(0.58) NO(0.57) WHAT(0.57) PT_PRO1(0.55) NS_POSSUM(0.52) PT_PRO2(0.51),KNOW NS_SALLY PT_PRO1
video_39_45,GREAT WATCH PT_DEM3 GOOD YES PT_PRO1 NS_SALLY RIGHT VERY PT_PRO1PL THAT,GREAT(0.76) WATCH(0.71) PT_DEM3(0.60) GOOD(0.58) YES(0.56) PT_PRO1(0.51) NS_SALLY(0.51) RIGHT(0.50) VERY(0.48) PT_PRO1PL(0.46) THAT(0.45),PT_PRO1
video_39_67,NS_SALLY PT_DEM3 LOOK WHAT PT_PRO1 PT_PRO2 NS_POSSUM CAN PT_POSS2 PT_POSS1 PT_LOC GREAT,NS_SALLY(0.89) PT_DEM3(0.65) LOOK(0.65) WHAT(0.63) PT_PRO1(0.62) PT_PRO2(0.60) NS_POSSUM(0.49) CAN(0.49) PT_POSS2(0.48) PT_POSS1(0.48) PT_LOC(0.48) GREAT(0.46),MUCH NS_SALLY PT_DEM3
video_39_79,NS_POSSUM YES NO PT_DEM3 WHAT PT_PRO2 PT_PRO1 NOT GREAT RIGHT HAVE,NS_POSSUM(0.80) YES(0.68) NO(0.64) PT_DEM3(0.64) WHAT(0.60) PT_PRO2(0.55) PT_PRO1(0.52) NOT(0.50) GREAT(0.49) RIGHT(0.46) HAVE(0.45),LOOK NS_POSSUM PT_LOC
video_39_135,NOW MAKE NEED PT_PRO1PL PT_PRO2 PT_DEM3 HAVE CAN GET PLEASE PT_PRO1 PUT PAPER NS_POSSUM USE GOOD ALL,NOW(0.84) MAKE(0.84) NEED(0.83) PT_PRO1PL(0.77) PT_PRO2(0.69) PT_DEM3(0.66) HAVE(0.63) CAN(0.62) GET(0.60) PLEASE(0.60) PT_PRO1(0.58) PUT(0.54) PAPER(0.53) NS_POSSUM(0.53) USE(0.51) GOOD(0.50) ALL(0.49),MUCH THANK-YOU VERY
video_39_159,LOOK NS_SALLY PT_DEM3 GREAT WHAT NS_POSSUM GOOD PT_LOC,LOOK(0.77) NS_SALLY(0.73) PT_DEM3(0.69) GREAT(0.68) WHAT(0.57) NS_POSSUM(0.57) GOOD(0.46) PT_LOC(0.46),DO NS_SALLY PT_PRO1
video_40_54,PT_DEM3 NOW PT_PRO2 NS_POSSUM PT_PRO1 NS_SALLY GREAT LOOK PT_PRO1PL CAN WHAT HAVE RIGHT,PT_DEM3(0.66) NOW(0.63) PT_PRO2(0.60) NS_POSSUM(0.59) PT_PRO1(0.56) NS_SALLY(0.55) GREAT(0.54) LOOK(0.53) PT_PRO1PL(0.52) CAN(0.49) WHAT(0.49) HAVE(0.48) RIGHT(0.45),PT_PRO1PL PT_PRO3PL YES
video_40_83,PT_PRO1 HAVE PT_PRO1PL CAN PT_PRO2 NOW NS_POSSUM BUT SEE PT_POSS1 MAKE NEED PT_DEM3 PT_PRO3 THINK KNOW NOT GO MANY LOOK,PT_PRO1(0.71) HAVE(0.65) PT_PRO1PL(0.64) CAN(0.63) PT_PRO2(0.63) NOW(0.62) NS_POSSUM(0.62) BUT(0.59) SEE(0.59) PT_POSS1(0.58) MAKE(0.58) NEED(0.58) PT_DEM3(0.57) PT_PRO3(0.53) THINK(0.52) KNOW(0.52) NOT(0.52) GO(0.51) MANY(0.49) LOOK(0.48),CAN DO NO NS_POSSUM PT_DEM3 PT_PRO1PL
video_40_120,GREAT PT_DEM3 RIGHT NS_SALLY YES WHAT GOOD OKAY OK,GREAT(0.85) PT_DEM3(0.73) RIGHT(0.65) NS_SALLY(0.65) YES(0.64) WHAT(0.57) GOOD(0.53) OKAY(0.53) OK(0.45),NOW NS_SALLY WHAT
video_40_135,PT_PRO2 NOW NS_POSSUM MAKE NEED CAN PT_DEM3 PT_PRO1PL PT_PRO1 WANT PUT GOOD RIGHT HAVE BUT YES SEE GO,PT_PRO2(0.74) NOW(0.66) NS_POSSUM(0.65) MAKE(0.64) NEED(0.64) CAN(0.61) PT_DEM3(0.61) PT_PRO1PL(0.60) PT_PRO1(0.58) WANT(0.54) PUT(0.51) GOOD(0.50) RIGHT(0.47) HAVE(0.46) BUT(0.46) YES(0.45) SEE(0.45) GO(0.45),HOW
video_40_147,NOW NEED MAKE PT_PRO2 PT_PRO1PL PT_DEM3 PUT GOOD CAN NS_POSSUM HAVE PLEASE WHAT GET,NOW(0.82) NEED(0.75) MAKE(0.70) PT_PRO2(0.69) PT_PRO1PL(0.68) PT_DEM3(0.67) PUT(0.61) GOOD(0.59) CAN(0.57) NS_POSSUM(0.54) HAVE(0.52) PLEASE(0.47) WHAT(0.46) GET(0.46),EAT READY
video_40_152,PT_PRO2 CAN PT_DEM3 NS_POSSUM LOOK NOW WHAT LOVELY PT_PRO3 YES PT_PRO1 GREAT PT_PRO1PL WANT RIGHT PT_POSS2 PUT PLEASE SEE HAVE,PT_PRO2(0.75) CAN(0.70) PT_DEM3(0.66) NS_POSSUM(0.66) LOOK(0.62) NOW(0.60) WHAT(0.58) LOVELY(0.57) PT_PRO3(0.55) YES(0.54) PT_PRO1(0.53) GREAT(0.51) PT_PRO1PL(0.51) WANT(0.50) RIGHT(0.50) PT_POSS2(0.49) PUT(0.49) PLEASE(0.47) SEE(0.46) HAVE(0.46),NS_POSSUM PT_PRO2
video_40_153,PT_PRO2 PT_DEM3 NS_POSSUM PT_POSS1 YES,PT_PRO2(0.69) PT_DEM3(0.63) NS_POSSUM(0.59) PT_POSS1(0.55) YES(0.53),PT_POSS1
video_41_11,WHAT READY YES,WHAT(0.95) READY(0.56) YES(0.46),PT_DEM3 WHAT
